step,t_rel,q0,q1,q2,q3,q4,q5,finger,tcp_x,tcp_y,tcp_z,box_x,box_y,box_z,box_qw,box_qx,box_qy,box_qz,target_x,target_y,target_z,box_to_target_dist,action0,action1,action2,action3,action4,action5,action6,tcp_force0,tcp_force1,tcp_force2,tcp_force3,tcp_force4,tcp_force5,force_ext_x,force_ext_y,force_ext_z,force_ext_mag,current0,current1,current2,current3,current4,current5,ctrl_output0,ctrl_output1,ctrl_output2,ctrl_output3,ctrl_output4,ctrl_output5,ctrl_pre_alpha0,ctrl_pre_alpha1,ctrl_pre_alpha2,ctrl_pre_alpha3,ctrl_pre_alpha4,ctrl_pre_alpha5,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,arm_lead0,arm_lead1,arm_lead2,arm_lead3,arm_lead4,arm_lead5,obs_q0,obs_q1,obs_q2,obs_q3,obs_q4,obs_q5,gripper_norm,gripper_ctrl,finger_pos_est,gripper_obs,gripper_fb_pos,gripper_fb_pct,grasped,obj_flag,recv_time_s,mocap_time_s,obs_time_s,policy_time_s,ctrl_time_s,send_time_s,compute_time_s,sleep_time_s,loop_dt_true_s,loop_hz_true,overrun_count
0,0.02012895100051537,9.08374749997165e-06,-2.200008531610006,1.5999797026263636,-1.6000133953490199,-1.499976936970846,-9.838734762013246e-06,0.0004694105684757233,0.24000675656811285,0.1477829632343561,0.3276278837087091,0.3736176640041708,-0.0180783136367356,0.11412720686017695,0.999603900437291,0.005735013430500249,0.019457884453074115,0.019506365516093718,0.19262329,-0.1703485,0.14128846,0.2380817216613888,-0.8702968,0.119569644,-0.4161541,-0.20809363,-0.6787277,-0.23464261,0.28164634,-5.204457765138569,-0.7596188857081316,0.8036295837449903,-0.10861703398745245,0.473018887823406,-0.05188493680872458,-0.12174197373787976,0.00853359956272437,-0.0009050057924527843,0.12204404748522522,0.13941259682178497,-0.23835963010787964,-1.2607026100158691,-0.6530676484107971,0.08383513987064362,0.05259646847844124,-6.29171110136819e-17,-0.3833109736442566,-1.653367280960083,-1.3548150062561035,0.14149656891822815,0.050858572125434875,-0.034802787,-2.195226,1.5833336,-1.6083372,-1.5271261,-0.009395543,-0.034802787,-2.195226,1.5833336,-1.6083372,-1.5271261,-0.009395543,-0.03481187075340131,0.004782577554220069,-0.01664609113802129,-0.008323768576151025,-0.027149136866434276,-0.00938570381979531,9.08374749997165e-06,-2.2000086307525635,1.5999797582626343,-1.6000133752822876,-1.4999769926071167,-9.838734513323288e-06,0.01877642273902893,0.0028164634108543397,0.0004694105684757233,0.0,,,False,0,0.00014913800077920314,9.217999831889756e-05,0.0005002220004826086,0.0002410629986115964,0.00015558399900328368,0.00010561300041445065,0.001516747999630752,0.01861120600005961,0.020127953999690362,49.68214851918796,0
1,0.04006982999999309,-0.00032455125917607575,-2.1999460659422816,1.5998690764056605,-1.6001035175719203,-1.5002263228045862,-3.3680592672169496e-05,0.001212355320652326,0.24008457924546162,0.1476438769682157,0.32767069199682836,0.37357718918128824,-0.018024319677935326,0.1140743629817168,0.9996067206183753,0.006240196478607724,0.01973716578081814,0.018917656218740222,0.19262329,-0.1703485,0.14128846,0.23809152873692738,-0.87976784,0.07268763,-0.43658614,-0.074546605,-0.6551246,-0.16455637,0.21106157,-3.223143147515056,-3.996809765789714,-1.7916290474293277,-0.20840896210672472,0.38551610979976336,0.020522386036859755,1.8595726438856333,-3.228657280518858,-2.5961636369667707,4.541178688715493,-0.5639041066169739,0.0339270755648613,-1.6326789855957031,-0.9576410055160522,-0.32135945558547974,-0.12193799018859863,-0.7721914649009705,-0.1376834660768509,-2.0661158561706543,-1.7012253999710083,-0.3220209777355194,-0.08476906269788742,-0.035515264,-2.1970387,1.5824057,-1.6030854,-1.5264313,-0.0066159354,-0.035515264,-2.1970387,1.5824057,-1.6030854,-1.5264313,-0.0066159354,-0.035190712417467296,0.0029074154295862797,-0.017463390027181447,-0.0029818811020909664,-0.02620499929319209,-0.006582254766478002,-0.00032455124892294407,-2.199946165084839,1.5998691320419312,-1.600103497505188,-1.500226378440857,-3.368059333297424e-05,0.048494212826093036,0.004927079081535339,0.001212355320652326,0.000938821118324995,,,False,0,0.00013575099910667632,9.505500020168256e-05,0.0004951499995513586,0.0002757930014922749,0.00015031800103315618,9.996699918701779e-05,0.0015412140000989893,0.018220214999018935,0.019761428999117925,50.603627907912745,0
2,0.060065310000936734,-0.00282460847963506,-2.1996571026244105,1.598405663167135,-1.6009108028807582,-1.5025127569781702,-0.0006597677813928726,0.002000168094204532,0.24066947010640627,0.14650165576554008,0.32830043362324046,0.3736460940300257,-0.01808466793298761,0.1141541630368031,0.999600203321947,0.005561626214101729,0.019563091711574408,0.01964286707208928,0.19262329,-0.1703485,0.14128846,0.2380961983052557,-0.8801774,0.17589663,-0.3372416,0.031444564,-0.59415936,-0.15648441,0.10121529,-4.716240056257387,-1.4869770832464149,0.2692679384168182,-0.2093223896656462,0.4366495551256437,-0.11059757057613401,0.3664757351433021,-0.7188245979755589,-0.5352666511206249,0.9682580518154426,-0.5627478957176208,0.08645960688591003,-1.484665036201477,-0.9007430076599121,-0.22853757441043854,-0.1804663985967636,-0.6383808255195618,-0.1156916692852974,-2.0378527641296387,-1.668838381767273,-0.28452667593955994,-0.09662531316280365,-0.0380317,-2.1926212,1.5849161,-1.599653,-1.5262792,-0.0069191437,-0.0380317,-2.1926212,1.5849161,-1.599653,-1.5262792,-0.0069191437,-0.03520709251890963,0.007035871545308936,-0.013489548360006154,0.0012577972807825688,-0.023766454066141307,-0.0062593759400684235,-0.0028246084693819284,-2.1996572017669678,1.5984057188034058,-1.6009107828140259,-1.502512812614441,-0.0006597677711397409,0.08000672376818127,0.005939231961965561,0.002000168094204532,0.002424710663035512,,,False,0,8.604499998909887e-05,5.6025999583653174e-05,0.00023681499988015275,0.00014613500025006942,8.147299922711682e-05,5.453300036606379e-05,0.0008342679993802449,0.019059357000514865,0.01989362499989511,50.267359518703735,0
3,0.08006344400018861,-0.006912056599752248,-2.1992198429503382,1.5962613264666956,-1.6018182239928187,-1.5053799788104456,-0.0018652121173303726,0.0027107122368006794,0.24153747761217936,0.14483637727137386,0.32917101237114327,0.37359513187079524,-0.0180642242549997,0.11406680980360849,0.9995981158438941,0.006465729569485952,0.019745188820057345,0.019286437349481093,0.19262329,-0.1703485,0.14128846,0.23808050291703606,-0.87695324,0.26439312,-0.24393606,0.07452366,-0.5522591,-0.15957923,0.0324201,-4.564846050495156,-1.6125901605270934,1.238797968404587,-0.20269418592604738,0.4655490874964452,-0.10914466398088815,0.5178697409055335,-0.8444376752562374,0.43426337886714383,1.0815954595701813,-0.44276902079582214,0.14894932508468628,-1.3497955799102783,-0.7829805016517639,-0.2678404450416565,-0.14339521527290344,-0.43826326727867126,-0.17777685821056366,-1.9759029150009155,-1.5390294790267944,-0.13637055456638336,-0.09112722426652908,-0.041990187,-2.1886442,1.586504,-1.5988373,-1.5274704,-0.008248381,-0.041990187,-2.1886442,1.586504,-1.5988373,-1.5274704,-0.008248381,-0.03507813041935748,0.010575672189229834,-0.009757343922750294,0.0029809675612391118,-0.022090371455057323,-0.006383169199331462,-0.00691205682232976,-2.1992199420928955,1.5962613821029663,-1.6018182039260864,-1.5053800344467163,-0.001865212107077241,0.10842848947202717,0.006263432949781418,0.0027107122368006794,0.004000336397439241,,,False,0,7.060200005071238e-05,4.2566000047372654e-05,0.00016341099944838788,0.00017931100046553183,5.5979000535444357e-05,3.8107998989289626e-05,0.0006762829998478992,0.019241811000028974,0.019918093999876874,50.20560702274935,0
4,0.10032484600014868,-0.011756245289937794,-2.198604723016256,1.5940659681903284,-1.6023417911925257,-1.5090840498553675,-0.002991501485006154,0.0033212113469540156,0.24248524413490968,0.1427849955178576,0.32993049495422,0.37368871519531127,-0.018057815923995316,0.11415804672265756,0.9996112502830665,0.005359506262940428,0.019008910821197256,0.01967896222967602,0.19262329,-0.1703485,0.14128846,0.23814533256641485,-0.8745452,0.29921344,-0.20712307,0.0726243,-0.5418339,-0.16653262,0.011027395,-5.777290677074783,0.47900337342854443,2.019692999866508,-0.12227365670113549,0.5149874533504681,-0.1641553098000954,-0.6945748856740934,1.2471558586994005,1.2151584103290647,1.874684498759959,-0.2840384840965271,0.13020040094852448,-1.3548885583877563,-0.7231455445289612,-0.1311999261379242,-0.15056449174880981,-0.32245567440986633,-0.08532853424549103,-1.8334672451019287,-1.4093520641326904,-0.049565982073545456,-0.09311448037624359,-0.046738055,-2.1866362,1.5857811,-1.5994368,-1.5307574,-0.009652806,-0.046738055,-2.1866362,1.5857811,-1.5994368,-1.5307574,-0.009652806,-0.03498180931340045,0.011968513528341163,-0.008284870778219044,0.002905031243795264,-0.02167337736020869,-0.006661304960950076,-0.01175624504685402,-2.1986048221588135,1.5940660238265991,-1.6023417711257935,-1.5090841054916382,-0.002991501474753022,0.1328484538781606,0.0063737068977206945,0.0033212113469540156,0.00542142428457737,,,False,0,6.966999899304938e-05,4.848400021728594e-05,0.00016900699847610667,0.00015054600044095423,5.136199979460798e-05,3.9042999560479075e-05,0.0006604089994652895,0.019520912999723805,0.020181321999189095,49.55076778618274,0
5,0.12006438200114644,-0.017264668141500294,-2.1976353130736292,1.5919693152057093,-1.6023227177061976,-1.5129130522357386,-0.004034821187154591,0.003840940042529179,0.24349530365451685,0.14053664200740656,0.3304547260544487,0.37361606269076886,-0.018072724066136213,0.1141022620474553,0.9996092521147113,0.005840858138393664,0.01928159082885502,0.01937626959914652,0.19262329,-0.1703485,0.14128846,0.2380869263576475,-0.8749129,0.31596255,-0.19175626,0.061737042,-0.5537044,-0.17275792,0.0065876623,-4.853608250853779,-0.8890395630656693,0.9578195678380783,-0.15370319030306442,0.47223609441299835,-0.13133620139050312,0.2291075405469103,-0.12088707779481334,0.15328497830063526,0.30099872970803315,-0.3008629083633423,0.20760904252529144,-1.3415555953979492,-0.6249669790267944,-0.17110799252986908,-0.16080066561698914,-0.27660277485847473,-0.02586406096816063,-1.7547335624694824,-1.2095065116882324,-0.018071334809064865,-0.10001853108406067,-0.052261185,-2.1849968,1.5842991,-1.5998532,-1.5350612,-0.010945138,-0.052261185,-2.1849968,1.5842991,-1.5998532,-1.5350612,-0.010945138,-0.034996516759498775,0.012638469735616553,-0.007670227681295216,0.00246955970906626,-0.02214818796048945,-0.006910316403015315,-0.01726466789841652,-2.1976354122161865,1.59196937084198,-1.6023226976394653,-1.5129131078720093,-0.004034821409732103,0.15363760170116716,0.006439583520404995,0.003840940042529179,0.006642422638833523,,,False,0,7.697399996686727e-05,4.576600076688919e-05,0.00017350600137433503,0.00016684799993527122,5.3776999266119674e-05,4.068100133736152e-05,0.0006993369988776976,0.018951067000671173,0.01965040399954887,50.8895389643367,0
6,0.14010448800036102,-0.021747414265767873,-2.1966053448119105,1.590351406727926,-1.602114816705221,-1.5158651510821741,-0.004817787800924123,0.00427261158728112,0.24431686906012445,0.1387403439683635,0.3307526875834656,0.37361251300089976,-0.01805503706397782,0.11407663949200297,0.9996072242699479,0.00609559457843301,0.019555097499107065,0.019127217878634306,0.19262329,-0.1703485,0.14128846,0.2380984676796903,-0.8741152,0.32253423,-0.17964841,0.07538564,-0.5498856,-0.17568307,-0.00086142094,-4.190332731376596,-0.8487511183456814,0.7358665961049802,-0.14513093300090582,0.4621211984701093,-0.13110878062504042,0.892383060024093,-0.0805986330748254,-0.06866799343246288,0.8986428427320472,-0.32092925906181335,0.2621171772480011,-1.3112117052078247,-0.5540103912353516,-0.19543084502220154,-0.17216408252716064,-0.3658296465873718,-0.00513875437900424,-1.7821520566940308,-1.1417664289474487,-0.07846636325120926,-0.10034853219985962,-0.056712024,-2.1837041,1.5831655,-1.5990994,-1.5378606,-0.01184511,-0.056712024,-2.1837041,1.5831655,-1.5990994,-1.5378606,-0.01184511,-0.03496460964809245,0.012901207009786475,-0.007185880337850392,0.0030154190459192876,-0.0219954808605749,-0.007027322183354556,-0.021747414022684097,-2.1966054439544678,1.5903514623641968,-1.6021147966384888,-1.5158652067184448,-0.004817788023501635,0.1709044634912448,0.006430969311040827,0.00427261158728112,0.00768188014626503,,,False,0,7.431499943777453e-05,4.8071000492200255e-05,0.0002098200002365047,0.00013246299931779504,5.796200093755033e-05,4.100700061826501e-05,0.0007045169986668043,0.01925783600017894,0.019962352998845745,50.0942949990826,0
7,0.1600722200000746,-0.027045551930562794,-2.195040365258688,1.5887416044818323,-1.6020075283446253,-1.519357983266012,-0.005823437367574513,0.004618360021924418,0.24534775488311067,0.13660842684381902,0.33093550296617213,0.3735662624553944,-0.01805835477602954,0.11407504586999896,0.999612255008034,0.005975326840204331,0.019338600779254735,0.01912184826021123,0.19262329,-0.1703485,0.14128846,0.23806137225992197,-0.8735218,0.32873687,-0.1665811,0.08931958,-0.54514474,-0.17902224,-0.008386712,-4.884751406593871,-0.02439691094272168,1.516602818423913,-0.11771007565811926,0.48497567851733014,-0.14719387213349794,0.19796438480681822,0.7437555743281343,0.71206822888647,1.04852439866015,-0.25056731700897217,0.26314061880111694,-1.2808665037155151,-0.4830583930015564,-0.14297744631767273,-0.17622658610343933,-0.2629469931125641,-0.11047132313251495,-1.8292510509490967,-1.1734962463378906,-0.03929682448506355,-0.10315057635307312,-0.061986424,-2.181891,1.5820785,-1.5984347,-1.5411638,-0.012984327,-0.061986424,-2.181891,1.5820785,-1.5984347,-1.5411638,-0.012984327,-0.03494087209831065,0.013149400750631202,-0.006663147603170216,0.0035728416838587407,-0.021805818880899608,-0.007160889673038184,-0.02704555168747902,-2.195040464401245,1.588741660118103,-1.602007508277893,-1.5193580389022827,-0.005823437590152025,0.1847344008769767,0.006347102195140906,0.004618360021924418,0.008545223623514175,,,False,0,8.076500125753228e-05,5.701100053556729e-05,0.0002717219995247433,0.00016669400065438822,8.871299905877095e-05,5.369100108509883e-05,0.0008787030001258245,0.01899048099949141,0.019869183999617235,50.32919318776575,0
8,0.18012864100091974,-0.032262627278463185,-2.193264146844381,1.5875142256366175,-1.6017805538573207,-1.5226119200335901,-0.006803337727681935,0.004899536539222118,0.246364548224201,0.13454553868082714,0.33089928460163986,0.3736070508780329,-0.018050750248391215,0.11407180800575437,0.9996076612973835,0.006186262804467024,0.019399640258198732,0.019234093632447602,0.19262329,-0.1703485,0.14128846,0.2380976099569316,-0.8741133,0.3280929,-0.16913484,0.07848665,-0.55713475,-0.18383351,-0.004168307,-5.244281133578468,0.01372806782657935,1.3861050072844605,-0.04780628093642379,0.4878853015177999,-0.0833475618926841,-0.16156534217777896,0.7818805530974353,0.5815704177470175,0.9877574145018677,-0.2314058095216751,0.1628594696521759,-1.3584107160568237,-0.4869564473628998,-0.15935146808624268,-0.17674481868743896,-0.24426411092281342,-0.15137368440628052,-1.8605148792266846,-1.1916202306747437,-0.024250466376543045,-0.10136948525905609,-0.067227155,-2.1801405,1.5807489,-1.598641,-1.5448973,-0.014156679,-0.067227155,-2.1801405,1.5807489,-1.598641,-1.5448973,-0.014156679,-0.03496452769170588,0.013123651544088233,-0.006765309964315236,0.003139515916341651,-0.0222853978527624,-0.007353340963824451,-0.03226262703537941,-2.1932642459869385,1.5875142812728882,-1.6017805337905884,-1.5226119756698608,-0.006803337950259447,0.1959814615688847,0.006305419125710614,0.004899536539222118,0.009236720390617847,,,False,0,0.00011152499973832164,7.94930001575267e-05,0.00042175800081167836,0.0001930169983097585,0.0001323670003330335,7.082800038915593e-05,0.0012337539992586244,0.018691929000851815,0.01992568300011044,50.18648545168853,0
9,0.20013089100029902,-0.03723365465273076,-2.191354890862936,1.586557690297262,-1.601347108880514,-1.5257156530963343,-0.007784668599263966,0.005124274513997763,0.24732249451587981,0.13257255329675618,0.3306863368538936,0.37364093038147383,-0.018037109454007737,0.1140816725549345,0.9996027172553971,0.006081884467358141,0.01960726446947476,0.019312716705398556,0.19262329,-0.1703485,0.14128846,0.238130960907933,-0.8741171,0.33064884,-0.16603805,0.07745978,-0.56167984,-0.18705168,-0.005745474,-5.823394668436097,-0.33467252375198375,1.0724515545253248,-0.11774289154988696,0.49431722008481566,-0.15472029172165463,-0.7406788770354078,0.43347996151887225,0.26791696498788176,0.8990492623061062,-0.2122335433959961,0.09039971232414246,-1.4435521364212036,-0.5213025808334351,-0.1360238790512085,-0.21772223711013794,-0.25264814496040344,-0.17249026894569397,-1.878206491470337,-1.202709674835205,-0.03621596097946167,-0.10055902600288391,-0.07219833,-2.178129,1.5799162,-1.5982487,-1.5481828,-0.015266736,-0.07219833,-2.178129,1.5799162,-1.5982487,-1.5481828,-0.015266736,-0.03496467670331782,0.013225933114522803,-0.006641451512471974,0.0030983887114466313,-0.022467192019327342,-0.0074820674387652275,-0.03723365440964699,-2.191354990005493,1.5865577459335327,-1.6013470888137817,-1.525715708732605,-0.007784668821841478,0.2049709805599105,0.006247964387875982,0.005124274513997763,0.009799073450267315,,,False,0,0.00010055900020233821,7.195900070655625e-05,0.00039488500078732613,0.00018760000057227444,0.0001208809990203008,6.416399992303923e-05,0.001147175000369316,0.018736369998805458,0.019883544999174774,50.292842651624895,0
