config,n_baseline,retention_baseline,R_real_baseline,n_perturbed,retention_perturbed,R_real_perturbed
L0_none,1,3.888947649516515,1205.80432528702,4,1.2162584496006528,468.1008878166348
L1_pos,2,0.49411168677259654,2078.614301644745,4,0.5046527898150446,1653.1571925391036
L2_pos_cube,3,0.8412899260244526,2453.3702296003703,4,0.6401769845513333,2143.6755376384713
L3_pos_cube_robot,1,0.5843644986929174,2605.054096674851,4,0.4771639933064493,1569.8856570322598
L4_full,3,0.5457360481838436,1794.6983011972236,3,0.6759647507166507,1615.4591153862002
