action_rate,approach_open,box_target,grasp,gripper_align,gripper_box,hold_target,lift,no_floor_collision,robot_target_qpos,success_bonus,step,reward_total,box_target_dist,success,out_of_bounds
-0.19580079317092897,0.3459224998950958,0.0,0.0,0.6694019585847855,0.056788086891174316,0.0,0.0,0.25,0.04683299660682678,0.0,0,1.173144817352295,0.07747260481119156,0.0,0.0
-0.0833381474018097,0.34094154834747314,0.0,0.0,0.6641878187656403,0.05679464340209961,0.0,0.0,0.25,0.047017067670822144,0.0,1,1.27560293674469,0.07692692428827286,0.0,0.0
-0.0003208677750080824,0.3322890102863312,0.0,0.0,0.6599133461713791,0.056769609451293945,0.0,0.0,0.25,0.04728866815567016,0.0,2,1.3459397554397583,0.07675398886203766,0.0,0.0
-0.00027104516047984364,0.3206827938556671,0.0,0.0,0.6554915010929108,0.0567399263381958,0.0,0.0,0.25,0.04764314889907837,0.0,3,1.3302862644195557,0.0766957551240921,0.0,0.0
-0.0002906624460592866,0.3080786168575287,0.0,0.0,0.6504339724779129,0.056729793548583984,0.0,0.0,0.25,0.04807455539703369,0.0,4,1.3130263090133667,0.07667586952447891,0.0,0.0
-0.00034820830915123225,0.2959786355495453,0.0,0.0,0.6446926295757294,0.05676460266113281,0.0,0.0,0.25,0.048577094078063966,0.0,5,1.2956647872924805,0.07666905224323273,0.0,0.0
-0.00037803319282829766,0.28541675209999084,0.0,0.0,0.6384073197841644,0.05687403678894043,0.0,0.0,0.25,0.04914500713348389,0.0,6,1.2794650793075562,0.07666672766208649,0.0,0.0
-0.00039466409943997863,0.2769775986671448,0.0,0.0,0.6317900121212006,0.05708777904510498,0.0,0.0,0.25,0.04977251887321472,0.0,7,1.2652331590652466,0.07666592299938202,0.0,0.0
-0.0004261650610715151,0.2708415985107422,0.0,0.0,0.6250983476638794,0.05743837356567383,0.0,0.0,0.25,0.050454193353652955,0.0,8,1.253406286239624,0.07666564732789993,0.0,0.0
-0.00048305345699191095,0.26686176657676697,0.0,0.0,0.6186172738671303,0.057958245277404785,0.0,0.0,0.25,0.05118475556373596,0.0,9,1.2441390752792358,0.07666555792093277,0.0,0.0
-0.0005438261199742555,0.26466765999794006,0.0,0.0,0.6126480549573898,0.05868029594421387,0.0,0.0,0.25,0.05195973515510559,0.0,10,1.2374119758605957,0.07666552066802979,0.0,0.0
-0.0005802224390208721,0.2637636661529541,0.0,0.0,0.6074880436062813,0.05963754653930664,0.0,0.0,0.25,0.05277539491653442,0.0,11,1.2330844402313232,0.07666552066802979,0.0,0.0
-0.0005862703081220389,0.26361188292503357,0.0,0.0,0.60341726988554,0.06086313724517822,0.0,0.0,0.25,0.053628677129745485,0.0,12,1.230934739112854,0.07666552066802979,0.0,0.0
-0.0005768293514847756,0.2637004554271698,0.0,0.0,0.6007155403494835,0.062392354011535645,0.0,0.0,0.25,0.054517096281051634,0.0,13,1.2307486534118652,0.07666552066802979,0.0,0.0
-0.0005663353018462658,0.26360222697257996,0.0,0.0,0.5996467173099518,0.06426513195037842,0.0,0.0,0.25,0.05543834567070007,0.0,14,1.2323861122131348,0.07666552066802979,0.0,0.0
-0.0005535070318728686,0.26304104924201965,0.0,0.0,0.6004691496491432,0.06652426719665527,0.0,0.0,0.25,0.05638967156410217,0.0,15,1.2358707189559937,0.07666552066802979,0.0,0.0
-0.0005256046075373888,0.2619647681713104,0.0,0.0,0.603431835770607,0.06921958923339844,0.0,0.0,0.25,0.057367336750030515,0.0,16,1.2414579391479492,0.07666552066802979,0.0,0.0
-0.00047605368308722973,0.26061275601387024,0.0,0.0,0.6087641790509224,0.07240569591522217,0.0,0.0,0.25,0.058365690708160396,0.0,17,1.249672293663025,0.07666552066802979,0.0,0.0
-0.0004156339447945357,0.2595769464969635,0.0,0.0,0.6166438385844231,0.07614290714263916,0.0,0.0,0.25,0.05937649011611938,0.0,18,1.2613245248794556,0.07666552066802979,0.0,0.0
-0.00036781481467187407,0.2598346471786499,0.0,0.0,0.6272143870592117,0.08049619197845459,0.0,0.0,0.25,0.06038816571235656,0.0,19,1.2775657176971436,0.07666552066802979,0.0,0.0
-0.00035799278412014247,0.2627687156200409,0.0,0.0,0.6405343860387802,0.08553469181060791,0.0,0.0,0.25,0.06138558983802795,0.0,20,1.299865484237671,0.07666552066802979,0.0,0.0
-0.00040809717029333115,0.27016541361808777,0.0,0.0,0.6565745174884796,0.09132611751556396,0.0,0.0,0.25,0.06235002279281616,0.0,21,1.3300080299377441,0.07666552066802979,0.0,0.0
-0.0005345035344362259,0.2841865122318268,0.0,0.0,0.6751513481140137,0.09793496131896973,0.0,0.0,0.25,0.0632603108882904,0.0,22,1.369998574256897,0.07666552066802979,0.0,0.0
-0.0007381152361631394,0.30726200342178345,0.0,0.0,0.6959252804517746,0.10541510581970215,0.0,0.0,0.25,0.06409462094306946,0.0,23,1.4219589233398438,0.07666552066802979,0.0,0.0
-0.0009915931150317192,0.341825008392334,0.0,0.0,0.7183551788330078,0.11380398273468018,0.0,0.0,0.25,0.06483505368232727,0.0,24,1.4878276586532593,0.07666552066802979,0.0,0.0
-0.001284717954695225,0.3897840678691864,0.0,0.0,0.7417480647563934,0.12312030792236328,0.0,0.0,0.25,0.06547273993492127,0.0,25,1.568840503692627,0.07666552066802979,0.0,0.0
-0.001762177422642708,0.45171213150024414,0.0,0.0,0.7654097676277161,0.13337206840515137,0.0,0.0,0.25,0.06601343750953674,0.0,26,1.6647452116012573,0.07666552066802979,0.0,0.0
-0.002675213292241097,0.5258978605270386,0.0,0.0,0.788910835981369,0.14457380771636963,0.0,0.0,0.25,0.06647837162017822,0.0,27,1.7731857299804688,0.07666552066802979,0.0,0.0
-0.003799692913889885,0.5927020311355591,0.0,0.0,0.8122542500495911,0.15676915645599365,0.0,0.0,0.25,0.06689795851707458,0.0,28,1.8748236894607544,0.07666552066802979,0.0,0.0
-0.002130652405321598,0.640988290309906,0.0,0.0,0.8356151729822159,0.1700364351272583,0.0,0.0,0.25,0.06728265881538391,0.0,29,1.9617918729782104,0.07666552066802979,0.0,0.0
-0.002019377052783966,0.6744533777236938,0.0,0.0,0.8590874075889587,0.18449842929840088,0.0,0.0,0.25,0.06763417124748229,0.0,30,2.033653974533081,0.07666552066802979,0.0,0.0
-0.0018313363194465639,0.6979858875274658,0.0,0.0,0.8827891200780869,0.20029211044311523,0.0,0.0,0.25,0.06795060038566589,0.0,31,2.097186326980591,0.07666552066802979,0.0,0.0
-0.0014029712416231634,0.7147867679595947,0.0,0.0,0.9069635719060898,0.2175586223602295,0.0,0.0,0.25,0.06822507977485656,0.0,32,2.1561312675476074,0.07666552066802979,0.0,0.0
-0.0010106679983437061,0.7269324064254761,0.0,0.0,0.9321250766515732,0.23645615577697754,0.0,0.0,0.25,0.06844514608383179,0.0,33,2.2129480838775635,0.07666552066802979,0.0,0.0
-0.0008671981282532215,0.7358012795448303,0.0,0.0,0.9590480476617813,0.2571767568588257,0.0,0.0,0.25,0.06859375834465027,0.0,34,2.2697527408599854,0.07666552066802979,0.0,0.0
-0.0010244890116155147,0.7423290014266968,0.0,0.0,0.9884680807590485,0.2799423933029175,0.0,0.0,0.25,0.06865181922912597,0.0,35,2.328366756439209,0.07666552066802979,0.0,0.0
-0.0015123252756893636,0.7471629977226257,0.0,0.0,1.020832285284996,0.30498433113098145,0.0,0.0,0.25,0.06860078573226928,0.0,36,2.390068292617798,0.07666552066802979,0.0,0.0
-0.0024076767265796663,0.7507603168487549,0.0,0.0,1.0561773180961609,0.3325117826461792,0.0,0.0,0.25,0.06842529773712158,0.0,37,2.4554669857025146,0.07666552066802979,0.0,0.0
-0.0037271279841661455,0.7534472942352295,0.0,0.0,1.094057485461235,0.36267387866973877,0.0,0.0,0.25,0.06811535954475402,0.0,38,2.524566888809204,0.07666552066802979,0.0,0.0
-0.005100981146097184,0.7554609179496765,0.0,0.0,1.13352932035923,0.3955286741256714,0.0,0.0,0.25,0.06766741275787354,0.0,39,2.5970852375030518,0.07666552066802979,0.0,0.0
-0.005682407319545746,0.7569738030433655,0.0,0.0,1.1732124537229538,0.43103671073913574,0.0,0.0,0.25,0.0670850157737732,0.0,40,2.6726253032684326,0.07666552066802979,0.0,0.0
-0.005110033974051476,0.7581128478050232,0.0,0.0,1.2114576995372772,0.4690898656845093,0.0,0.0,0.25,0.06637823581695557,0.0,41,2.7499287128448486,0.07666552066802979,0.0,0.0
-0.004362628236413002,0.7589721083641052,0.0,0.0,1.2467218190431595,0.5095529556274414,0.0,0.0,0.25,0.06556212902069092,0.0,42,2.826446533203125,0.07666552066802979,0.0,0.0
-0.004627853631973267,0.7596194744110107,0.0,0.0,1.2781547009944916,0.5523366928100586,0.0,0.0,0.25,0.06465556025505066,0.0,43,2.9001383781433105,0.07666552066802979,0.0,0.0
-0.005706409364938736,0.7601072192192078,0.0,0.0,1.3061490654945374,0.5974942445755005,0.0,0.0,0.25,0.06368011236190796,0.0,44,2.971724271774292,0.07666552066802979,0.0,0.0
-0.005870352685451508,0.7604728937149048,0.0,0.0,1.3328100740909576,0.6452910900115967,0.0,0.0,0.25,0.06265924572944641,0.0,45,3.045362949371338,0.07666552066802979,0.0,0.0
-0.004162038117647171,0.7607460618019104,0.0,0.0,1.3616718351840973,0.6961880922317505,0.0,0.0,0.25,0.06161617040634155,0.0,46,3.1260600090026855,0.07666552066802979,0.0,0.0
-0.0020109660923480987,0.7609491944313049,0.0,0.0,1.3965646922588348,0.7507524490356445,0.0,0.0,0.25,0.060568660497665405,0.0,47,3.2168238162994385,0.07666552066802979,0.0,0.0
-0.0007702754344791175,0.7610999941825867,0.0,0.0,1.4402258396148682,0.8096177577972412,0.0,0.0,0.25,0.05952318906784057,0.0,48,3.3196964263916016,0.07666552066802979,0.0,0.0
-0.0005122488364577293,0.7612118124961853,0.0,0.0,1.4935743808746338,0.8734791278839111,0.0,0.0,0.25,0.05847249627113342,0.0,49,3.436225414276123,0.07666552066802979,0.0,0.0
-0.0007925273850560189,0.7612950801849365,0.0,0.0,1.555962711572647,0.9431356191635132,0.0,0.0,0.25,0.057397413253784176,0.0,50,3.566998243331909,0.07666552066802979,0.0,0.0
-0.001110251620411873,0.7613576650619507,0.0,0.0,1.6257400810718536,1.0195375680923462,0.0,0.0,0.25,0.0562723159790039,0.0,51,3.7117972373962402,0.07666552066802979,0.0,0.0
-0.0011705667711794376,0.7614047527313232,0.0,0.0,1.7007920145988464,1.1039650440216064,0.0,0.0,0.25,0.0550713837146759,0.0,52,3.8700625896453857,0.07666552066802979,0.0,0.0
