step,time,q0,q1,q2,q3,q4,q5,current0,current1,current2,current3,current4,current5,ctrl_output0,ctrl_output1,ctrl_output2,ctrl_output3,ctrl_output4,ctrl_output5,tcp_force0,tcp_force1,tcp_force2,tcp_force3,tcp_force4,tcp_force5,ctrl_pre_alpha0,ctrl_pre_alpha1,ctrl_pre_alpha2,ctrl_pre_alpha3,ctrl_pre_alpha4,ctrl_pre_alpha5,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,obs_q0,obs_q1,obs_q2,obs_q3,obs_q4,obs_q5,action0,action1,action2,action3,action4,action5,action6,gripper_norm,gripper_ctrl,finger_pos_est,gripper_obs,gripper_fb_pos,gripper_fb_pct,tcp_x,tcp_y,tcp_z,box_x,box_y,box_z,target_x,target_y,target_z,box_to_target_dist,recv_time_s,mocap_time_s,obs_time_s,policy_time_s,ctrl_time_s,send_time_s,compute_time_s,sleep_time_s,loop_dt_true_s,loop_hz_true,overrun_count
59,1.3006220050156116,-0.008446995412008107,-1.827752252618307,1.6663873831378382,-1.552192013045289,-1.5523951689349573,0.036403656005859375,0.13963690400123596,-0.3667697608470917,-0.8525139689445496,-0.44155383110046387,-0.17244623601436615,0.20912377536296844,0.05991119518876076,-0.6776245832443237,-1.5095981359481812,-0.9217602014541626,-0.04737762734293938,0.16804957389831543,-0.9932846910825712,-0.9543633146852326,-0.12610531019144003,-0.015373349038828362,0.18199270725321698,0.04820620849672559,-0.007908919,-1.7967533,1.666188,-1.5526407,-1.5599848,0.044521194,-0.007908919,-1.7967533,1.666188,-1.5526407,-1.5599848,0.044521194,-0.008446995168924332,-1.8277522325515747,1.6663874387741089,-1.552191972732544,-1.552395224571228,0.036403656005859375,0.0134518985,0.77497447,-0.0049868254,-0.011216292,-0.1897389,0.20293842,0.50920403,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26681444258706116,0.13311458370217227,0.1990326587658862,0.4202823755363722,0.08535494935465704,0.0432356600690318,0.3,-0.2,0.3,0.40227257947925,6.82059908285737e-05,6.67730055283755e-05,8.678899030201137e-05,0.00023465900449082255,0.00015783400158397853,9.093698463402689e-05,0.001062483002897352,0.018799065001076087,0.01986154800397344,50.34854281247077,1
60,1.3206297800061293,-0.008379284535543263,-1.8248783550658167,1.666440788899557,-1.5521357667497178,-1.5531061331378382,0.037134408950805664,0.14372479915618896,-0.4057433009147644,-0.865134596824646,-0.4385871887207031,-0.19440141320228577,0.20382317900657654,0.05703958123922348,-0.6807766556739807,-1.5425481796264648,-0.9321085214614868,-0.04826715961098671,0.16781091690063477,-1.0798236684489033,-0.8141005403326043,-0.14924122168644707,-0.011945464618962745,0.17828619244000676,0.04904384587817002,-0.007922211,-1.7939154,1.66592,-1.55285,-1.5606422,0.045295395,-0.007922211,-1.7939154,1.66592,-1.55285,-1.5606422,0.045295395,-0.008379284292459488,-1.8248783349990845,1.6664408445358276,-1.5521358251571655,-1.5531061887741089,0.037134408950805664,0.0114268325,0.77407485,-0.013020836,-0.017853301,-0.18840204,0.2040246,0.50697273,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26691582348926646,0.13296314096214917,0.19824185030643715,0.4202319035649115,0.0853218964007415,0.04332215882415525,0.3,-0.2,0.3,0.4021788337357224,0.00016816999414004385,6.394099909812212e-05,8.631998207420111e-05,0.0002480040129739791,0.00016350598889403045,9.06280183698982e-05,0.001114053011406213,0.018755098979454488,0.0198691519908607,50.32927426696289,1
61,1.3406766060215887,-0.00833160081972295,-1.8220402203001917,1.6664889494525355,-1.552091460009553,-1.5538080374347132,0.03787403926253319,0.16902220249176025,-0.39562031626701355,-0.8638002872467041,-0.4366512894630432,-0.15798865258693695,0.19379423558712006,0.05464473366737366,-0.6857196688652039,-1.580146312713623,-0.9465169906616211,-0.04878411814570427,0.16767720878124237,-0.9042812508502722,-0.7541179516155432,-0.13813702299301484,-0.011625140748887257,0.1685517284855711,0.05075808512733041,-0.007864083,-1.7911111,1.665684,-1.5530276,-1.561263,0.046057194,-0.007864083,-1.7911111,1.665684,-1.5530276,-1.561263,0.046057194,-0.008331600576639175,-1.8220402002334595,1.6664890050888062,-1.5520914793014526,-1.5538080930709839,0.03787403926253319,0.011687925,0.7732279,-0.020125156,-0.023405032,-0.18637216,0.2045789,0.50493234,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2670195706603355,0.1328085137663475,0.19746355905349777,0.4202787918906549,0.08534093736435744,0.043257725329385155,0.3,-0.2,0.3,0.4022474846061749,5.835900083184242e-05,8.677298319526017e-05,0.00010778100113384426,0.00037441198946908116,0.00020153800141997635,0.0001312500098720193,0.0013477310130838305,0.01849593099905178,0.01984366201213561,50.393924235780624,1
62,1.360633691016119,-0.00831014314760381,-1.8192140064635218,1.666546646748678,-1.5520676181516428,-1.5545099417315882,0.038608353585004807,0.15115082263946533,-0.3519795536994934,-0.8712437152862549,-0.4672600328922272,-0.15898962318897247,0.18730366230010986,0.05289138853549957,-0.6901698708534241,-1.6241099834442139,-0.9643502235412598,-0.049360260367393494,0.16752131283283234,-0.9825577293366824,-0.8905830680820168,0.14661375122349135,-0.010731934629005749,0.16914982181703206,0.05143169786365885,-0.007906942,-1.7883227,1.6654162,-1.5532676,-1.561891,0.046834547,-0.007906942,-1.7883227,1.6654162,-1.5532676,-1.561891,0.046834547,-0.008310142904520035,-1.8192139863967896,1.6665467023849487,-1.5520676374435425,-1.5545099973678589,0.038608353585004807,0.010080042,0.77228177,-0.028261388,-0.030000241,-0.18452418,0.20565481,0.5027042,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2671267325833111,0.13264688980933448,0.19668755923258682,0.42026064682211656,0.08532109099795533,0.043343409039662405,0.3,-0.2,0.3,0.4021732944618509,6.845299503766e-05,7.73089996073395e-05,0.00011092101340182126,0.00029799199546687305,0.00023441298981197178,0.00011223999899812043,0.0012995500001125038,0.01848377799615264,0.019783327996265143,50.54761262557989,1
63,1.3806366720236838,-0.00818950334657842,-1.8164550266661585,1.666528050099508,-1.552091497262456,-1.5551841894732874,0.039327360689640045,0.1588023453950882,-0.3956657350063324,-0.8975493907928467,-0.4768264889717102,-0.17963285744190216,0.18896104395389557,0.05164845287799835,-0.6938516497612,-1.6667317152023315,-0.9817425608634949,-0.050060488283634186,0.16732706129550934,-0.8752083458000438,-0.8209467476532407,-0.047155607009369147,-0.013624412732054732,0.16101296030873435,0.05361768064101034,-0.0078002745,-1.7855954,1.6651448,-1.5534953,-1.5625019,0.047571585,-0.0078002745,-1.7855954,1.6651448,-1.5534953,-1.5625019,0.047571585,-0.008189503103494644,-1.8164550065994263,1.6665281057357788,-1.5520914793014526,-1.555184245109558,0.039327360689640045,0.00973072,0.77149004,-0.03458117,-0.03509599,-0.18294187,0.20610557,0.50084865,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26724095943583603,0.13251816553291568,0.19595973718251075,0.42026415524634586,0.08533864484665248,0.0432799032610605,0.3,-0.2,0.3,0.4022273266497517,6.316200597211719e-05,7.822900079190731e-05,0.00012693798635154963,0.00029713602270931005,0.00024894397938624024,0.00011485800496302545,0.001380868983687833,0.018404663016553968,0.0197855320002418,50.541981887966365,1
64,1.4006740949989762,-0.008172337208883107,-1.8136230907835902,1.666516129170553,-1.552060405989625,-1.5558860937701624,0.04005841538310051,0.16922292113304138,-0.37874090671539307,-0.9401856660842896,-0.498663991689682,-0.1840982586145401,0.18561460077762604,0.05079488828778267,-0.6971670389175415,-1.7032326459884644,-0.9969730377197266,-0.05088381469249725,0.1671142429113388,-0.8504967911844101,-0.8386273358270272,-0.07706536899334732,-0.007355093367757338,0.1605467173256284,0.053434828540554744,-0.0077802734,-1.7827985,1.6648142,-1.5537112,-1.5630604,0.048343513,-0.0077802734,-1.7827985,1.6648142,-1.5537112,-1.5630604,0.048343513,-0.008172336965799332,-1.813623070716858,1.6665161848068237,-1.5520603656768799,-1.555886149406433,0.04005841538310051,0.009801582,0.7706123,-0.04255017,-0.04126942,-0.17935725,0.20712747,0.49868724,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26735640432468466,0.13235534816669817,0.19520364071900456,0.4202369407373639,0.08544048912202251,0.04334427867697781,0.3,-0.2,0.3,0.40225036853901824,6.458300049416721e-05,9.089201921597123e-05,0.00016629998572170734,0.00035660999128594995,0.00032181100687012076,0.00013449499965645373,0.0015894669923000038,0.018248264997964725,0.01983773199026473,50.408988310294,1
65,1.4206419100228231,-0.008139912282125294,-1.810798784295553,1.6665433088885706,-1.552091471185424,-1.5565837065326136,0.04080096259713173,0.1376762092113495,-0.4003791809082031,-1.0178709030151367,-0.5351729393005371,-0.17441871762275696,0.18689759075641632,0.050229690968990326,-0.700287938117981,-1.7338945865631104,-1.009387731552124,-0.05174218490719795,0.16688957810401917,-0.9202951604242867,-0.8108198959794027,-0.12028379319252919,-0.013549638247687493,0.15203656028874504,0.054486239345409394,-0.007823338,-1.7800086,1.6645848,-1.5539633,-1.5637444,0.04910187,-0.007823338,-1.7800086,1.6645848,-1.5539633,-1.5637444,0.04910187,-0.00813991203904152,-1.8107987642288208,1.6665433645248413,-1.5520914793014526,-1.5565837621688843,0.04080096259713173,0.007914365,0.76975584,-0.048965048,-0.046795614,-0.1790157,0.20752273,0.49672893,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.267473711495883,0.13219760047795703,0.19444378849358757,0.4201913679018736,0.08534806273018807,0.04331059151771992,0.3,-0.2,0.3,0.40219266428436,6.336401565931737e-05,0.00010950499563477933,0.00016135600162670016,0.0003564450016710907,0.00030332800815813243,0.0001478369813412428,0.0015601259947288781,0.018224063009256497,0.019784189003985375,50.545412793951655,1
66,1.4406255190260708,-0.008116070424215138,-1.8079730472960414,1.666528050099508,-1.5521000188640137,-1.5572736899005335,0.041528765112161636,0.19265812635421753,-0.4403942823410034,-1.1291308403015137,-0.5871527194976807,-0.18414948880672455,0.21959033608436584,0.0486505925655365,-0.7038899660110474,-1.7678050994873047,-1.022808313369751,-0.05223473533987999,0.16681376099586487,-1.0086556665899569,-0.7891806214870697,-0.12082389039022048,-0.012212994800086748,0.1588382175948978,0.054695490789647055,-0.0078057833,-1.777221,1.6642787,-1.5542003,-1.5643429,0.049855158,-0.0078057833,-1.777221,1.6642787,-1.5542003,-1.5643429,0.049855158,-0.008116070181131363,-1.807973027229309,1.6665281057357788,-1.5521000623703003,-1.5572737455368042,0.041528765112161636,0.0077571673,0.76880264,-0.056234825,-0.052505165,-0.17672846,0.20815982,0.49466604,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26759328213138894,0.1320393622562608,0.19369453403212833,0.4202619603681726,0.08535697552086102,0.04327974598291598,0.3,-0.2,0.3,0.40223977472011024,0.0001387439842801541,0.00011277600424364209,0.0001790309906937182,0.00046390999341383576,0.00019499301561154425,0.00014924100833013654,0.0017485629941802472,0.01797316301963292,0.019721726013813168,50.7055010955733,1
67,1.4606270710064564,-0.008045498524801076,-1.805181165734762,1.6665194670306605,-1.5521668468466778,-1.5579164663897913,0.042274992913007736,0.15537546575069427,-0.4210774004459381,-1.203244924545288,-0.621852695941925,-0.18644346296787262,0.1940598338842392,0.04594956338405609,-0.7072513699531555,-1.8070745468139648,-1.0365386009216309,-0.05273902416229248,0.16671234369277954,-0.7674116795793048,-0.7508462324589921,-0.20991227794972456,-0.008368694818154533,0.14738570089549324,0.0557362538357342,-0.0078000575,-1.774467,1.6639875,-1.5545012,-1.5649298,0.05062913,-0.0078000575,-1.774467,1.6639875,-1.5545012,-1.5649298,0.05062913,-0.0080454982817173,-1.8051811456680298,1.6665195226669312,-1.5521668195724487,-1.557916522026062,0.042274992913007736,0.0061360155,0.767853,-0.06330128,-0.058358833,-0.17533386,0.20885348,0.49265105,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26771507930885224,0.13190476548373856,0.19295861387668664,0.4202527273175929,0.0853367205857974,0.04329594397910087,0.3,-0.2,0.3,0.4022123069643078,5.953200161457062e-05,7.54169886931777e-05,0.00010560598457232118,0.0002833520120475441,0.000166351004736498,0.00012047300697304308,0.0011942499841097742,0.018629605998285115,0.01982385598239489,50.444272844197265,1
68,1.4806385170086287,-0.008035961781637013,-1.802441259423727,1.6664202849017542,-1.552279309635498,-1.558624569569723,0.0430300235748291,0.17733550071716309,-0.41654083132743835,-1.2716717720031738,-0.6591455936431885,-0.1958298683166504,0.1916528344154358,0.04297914355993271,-0.7104741334915161,-1.8451147079467773,-1.0485358238220215,-0.053409650921821594,0.16656342148780823,-0.668634585623929,-0.8076170679108546,-0.16113125686991783,-0.007819396856869339,0.14841023842609724,0.05497934092640012,-0.007820717,-1.7717606,1.6636175,-1.5548313,-1.5655407,0.05141142,-0.007820717,-1.7717606,1.6636175,-1.5548313,-1.5655407,0.05141142,-0.008035961538553238,-1.8024412393569946,1.666420340538025,-1.5522793531417847,-1.5586246252059937,0.0430300235748291,0.005381117,0.7670175,-0.07007135,-0.06379763,-0.1728999,0.20953493,0.4906954,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26786886236742447,0.13173815376314416,0.19227042213239445,0.4202577851482224,0.08534451898479439,0.04333432012600556,0.3,-0.2,0.3,0.40219486021281187,6.318400846794248e-05,8.006900316104293e-05,0.00011111600906588137,0.0002957210235763341,0.0001714839891064912,0.000143370998557657,0.001250912988325581,0.01857196999480948,0.01982288298313506,50.446748883640254,1
69,1.5006310830067378,-0.007976833974019826,-1.7996446094908656,1.666288201008932,-1.5524500657669087,-1.5592673460589808,0.043807514011859894,0.1585855633020401,-0.3821955919265747,-1.3214046955108643,-0.6765934228897095,-0.1854097992181778,0.18982872366905212,0.040135808289051056,-0.7135642170906067,-1.878999948501587,-1.0583479404449463,-0.0542023591697216,0.1663946956396103,-0.6158666996628914,-0.8129772367963713,-0.03056718846951277,-0.008371141536810746,0.13800523235170414,0.05770583211848561,-0.0077884872,-1.768992,1.6632708,-1.5551816,-1.5661323,0.052194837,-0.0077884872,-1.768992,1.6632708,-1.5551816,-1.5661323,0.052194837,-0.00797683373093605,-1.7996445894241333,1.6662882566452026,-1.5524500608444214,-1.5592674016952515,0.043807514011859894,0.00470866,0.7663168,-0.07543573,-0.06828965,-0.17162275,0.20968312,0.48897314,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2680363623461983,0.13160016515571016,0.19158395024852737,0.4202225173180497,0.08534464054421216,0.043271623717632476,0.3,-0.2,0.3,0.4022244170876695,0.0002199099981226027,0.00011430698214098811,0.0001581439864821732,0.000596391997532919,0.00029709000955335796,0.00015183899085968733,0.0020183960150461644,0.017786638985853642,0.019805035000899807,50.49221069059291,1
70,1.5206238360260613,-0.007959667836324513,-1.7968365154662074,1.666105095540182,-1.5526808773032208,-1.5599220434771937,0.044563811272382736,0.18992041051387787,-0.42878833413124084,-1.358960747718811,-0.6888564825057983,-0.16291958093643188,0.16695113480091095,0.03762112557888031,-0.7167471051216125,-1.9057540893554688,-1.065881609916687,-0.05503632873296738,0.16621454060077667,-0.7557911236293535,-0.7829863190396357,-0.13356161647395656,-0.002867322759106887,0.13590749757106269,0.0583270471703175,-0.0078059826,-1.766214,1.6628492,-1.5556076,-1.5667105,0.05296982,-0.0078059826,-1.766214,1.6628492,-1.5556076,-1.5667105,0.05296982,-0.007959667593240738,-1.796836495399475,1.6661051511764526,-1.5526808500289917,-1.5599220991134644,0.044563811272382736,0.0038421287,0.76556313,-0.08139884,-0.07316624,-0.16970848,0.2101502,0.48716068,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2682317692343385,0.13144793622910078,0.19091692878391986,0.420222580276955,0.08534936428344375,0.04327855854534503,0.3,-0.2,0.3,0.40222336078747556,7.933599408715963e-05,7.768100476823747e-05,0.00011074799112975597,0.0003347510064486414,0.0002003459958359599,0.00011713799904100597,0.0013141370145604014,0.01849945800495334,0.01981359501951374,50.470396665276226,1
71,1.5406289890233893,-0.0079119841205042,-1.7940417728819789,1.6658971945392054,-1.5528959308615704,-1.5605328718768519,0.04529837518930435,0.15383495390415192,-0.4524865746498108,-1.3818429708480835,-0.6780160665512085,-0.16430751979351044,0.17013892531394958,0.033726200461387634,-0.7207635641098022,-1.9054147005081177,-1.0748264789581299,-0.05594287067651749,0.16610532999038696,-0.581028961538964,-0.8331511813582989,-0.1617563595246778,-0.0029929033227261226,0.13917069981284666,0.05987592155224702,-0.0078393165,-1.7634557,1.6623762,-1.5560446,-1.5672605,0.053734593,-0.0078393165,-1.7634557,1.6623762,-1.5560446,-1.5672605,0.053734593,-0.007911983877420425,-1.7940417528152466,1.665897250175476,-1.5528959035873413,-1.5605329275131226,0.04529837518930435,0.0018166908,0.76464885,-0.08802699,-0.078716844,-0.1681904,0.21090548,0.48524502,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2684224416657817,0.13131431374691072,0.1902591432547034,0.42026444273736363,0.08531714738322448,0.04334049113745376,0.3,-0.2,0.3,0.4021734939300793,7.287101470865309e-05,8.101999992504716e-05,0.00014091600314714015,0.00038274299004115164,0.0002496149973012507,0.0001246770261786878,0.0014644079783465713,0.018352058017626405,0.019816465995972976,50.463084598596744,1
72,1.5606355589989107,-0.007884804402486623,-1.7912308178343714,1.6656888167010706,-1.5531159204295655,-1.5611470381366175,0.04602552205324173,0.1477530598640442,-0.46139681339263916,-1.402209758758545,-0.6849578619003296,-0.16952362656593323,0.19026683270931244,0.02828284539282322,-0.7245821952819824,-1.9048802852630615,-1.0817787647247314,-0.0568247064948082,0.16598215699195862,-0.5914685431254574,-0.7862022645614918,-0.1342886620340431,-0.0037609331282483704,0.12756419579799916,0.05781402748478451,-0.007802058,-1.7606736,1.6619321,-1.5564492,-1.5677545,0.054480657,-0.007802058,-1.7606736,1.6619321,-1.5564492,-1.5677545,0.054480657,-0.007884804159402847,-1.7912307977676392,1.6656888723373413,-1.553115963935852,-1.5611470937728882,0.04602552205324173,0.0020686532,0.7639289,-0.093920395,-0.08332981,-0.16518483,0.21137841,0.48346332,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26861600781569106,0.13117440810428804,0.18959703184425175,0.42025211383469757,0.0854160297180075,0.043328708833146885,0.3,-0.2,0.3,0.40224748298113955,6.608900730498135e-05,7.931498112156987e-05,0.00011205399641767144,0.0003415120008867234,0.00020618701819330454,0.00012350297765806317,0.0013332700182218105,0.018499996978789568,0.01983326699701138,50.42033670754734,1
73,1.5806370979989879,-0.007848564778463185,-1.7884746990599574,1.6654370466815394,-1.5533659991673012,-1.5618084112750452,0.04677707329392433,0.16788610816001892,-0.40432268381118774,-1.4026143550872803,-0.6752495169639587,-0.17390717566013336,0.18285758793354034,0.022610705345869064,-0.7281274199485779,-1.9039357900619507,-1.0792361497879028,-0.05761975422501564,0.1658211499452591,-0.5102523761375466,-0.724103957281258,-0.0546327066393688,0.0028565225382357895,0.1247663953871342,0.05913810596065096,-0.007851747,-1.757949,1.6614604,-1.5568918,-1.5683848,0.055246655,-0.007851747,-1.757949,1.6614604,-1.5568918,-1.5683848,0.055246655,-0.00784856453537941,-1.788474678993225,1.66543710231781,-1.55336594581604,-1.561808466911316,0.04677707329392433,-7.956941e-05,0.7631414,-0.099418215,-0.08814487,-0.16440704,0.21173951,0.48171398,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2688202037425277,0.13102565991366275,0.18896602116354988,0.4202684306540769,0.08533120488456822,0.04334234234584823,0.3,-0.2,0.3,0.4021834781264257,6.132500129751861e-05,7.76739907450974e-05,0.00011184599134139717,0.00038217499968595803,0.0002550599747337401,0.0001142159744631499,0.0013899370096623898,0.01842601998941973,0.01981595699908212,50.464380804132766,1
74,1.6006748980144039,-0.007874313985006154,-1.7857080898680628,1.6651423613177698,-1.5536047865501423,-1.5624044577227991,0.04757115989923477,0.17984400689601898,-0.4557839035987854,-1.3982375860214233,-0.6746801733970642,-0.18269945681095123,0.1747770458459854,0.017334189265966415,-0.7314696311950684,-1.9028713703155518,-1.0766714811325073,-0.05837240442633629,0.1656583845615387,-0.5737488250311459,-0.813333598198513,-0.24737324756439394,0.003513538184073286,0.12761123718103493,0.05799705201886989,-0.007925886,-1.7552099,1.6609517,-1.5573131,-1.5689181,0.056052063,-0.007925886,-1.7552099,1.6609517,-1.5573131,-1.5689181,0.056052063,-0.007874313741922379,-1.7857080698013306,1.6651424169540405,-1.5536048412322998,-1.5624045133590698,0.04757115989923477,-0.0012892894,0.76245457,-0.10476703,-0.092705496,-0.1628399,0.21202254,0.4799662,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2690376228673705,0.13087570100951834,0.1883441164263568,0.4202573094051832,0.08531652159121818,0.043362711449436944,0.3,-0.2,0.3,0.4021567365904025,6.510401726700366e-05,0.0001090019941329956,0.00013597699580714107,0.0003580919874366373,0.0002469040045980364,0.00014669401571154594,0.0015245279937516898,0.018321125011425465,0.019845653005177155,50.388868521440386,1
75,1.6206261030165479,-0.007831398640767873,-1.7829371891417445,1.66484243074526,-1.5538522519967337,-1.563031021748678,0.04835038259625435,0.1809673309326172,-0.4359879493713379,-1.3963552713394165,-0.669201135635376,-0.19698099792003632,0.18257392942905426,0.012753027491271496,-0.7348083257675171,-1.9017515182495117,-1.0739578008651733,-0.0590982660651207,0.16548137366771698,-0.5136883582800081,-0.7665402281774727,-0.07070568402738081,-0.003957547913705681,0.12535342988581089,0.060258609554179825,-0.00789863,-1.752465,1.6604575,-1.5577219,-1.5694724,0.05683492,-0.00789863,-1.752465,1.6604575,-1.5577219,-1.5694724,0.05683492,-0.007831398397684097,-1.7829371690750122,1.6648424863815308,-1.5538522005081177,-1.5630310773849487,0.04835038259625435,-0.0016807719,0.76180494,-0.1096243,-0.0967419,-0.16103418,0.21211351,0.478321,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26924774781974287,0.13073696777268592,0.18772286061479138,0.42026006870475485,0.08533540649000947,0.0433156697067376,0.3,-0.2,0.3,0.4022009804726135,0.00014514499343931675,8.129898924380541e-05,0.00011572198127396405,0.00029432898736558855,0.0002708839892875403,0.0002254950231872499,0.0014959000109229237,0.01826858799904585,0.019764488009968773,50.59579582813489,1
76,1.6406332150218077,-0.007812325154439748,-1.7801557979979457,1.664570156727926,-1.5540709302625437,-1.5636423269854944,0.04906206205487251,0.16809651255607605,-0.4745025038719177,-1.443800926208496,-0.6800093054771423,-0.16939400136470795,0.18315480649471283,0.0071940734051167965,-0.7390841841697693,-1.9034886360168457,-1.073927640914917,-0.059414178133010864,0.16540232300758362,-0.2737535297793152,-0.9085640001379398,-0.18915479869882065,-0.002687501287784692,0.12262993164386518,0.060068457543548975,-0.007898624,-1.749712,1.6599803,-1.5581106,-1.5700083,0.057554133,-0.007898624,-1.749712,1.6599803,-1.5581106,-1.5700083,0.057554133,-0.00781232537701726,-1.7801557779312134,1.6645702123641968,-1.5540709495544434,-1.5636423826217651,0.04906206205487251,-0.002157458,0.76109445,-0.114748746,-0.100991026,-0.1591465,0.21230176,0.47663024,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.26944776571157775,0.1305955496988045,0.18708611427982402,0.4202615204326023,0.08535508470929776,0.04326986956475318,0.3,-0.2,0.3,0.40224460530133266,5.946800229139626e-05,9.091201354749501e-05,0.000130215979879722,0.0003199159982614219,0.00024490998475812376,0.00011528900358825922,0.0013831050018779933,0.018437363003613427,0.01982046800549142,50.45289544742041,1
77,1.6606359420111403,-0.007812325154439748,-1.777327676812643,1.6642702261554163,-1.5543626596084614,-1.5642617384540003,0.049875009804964066,0.15016403794288635,-0.4850449562072754,-1.4266140460968018,-0.6737764477729797,-0.18039461970329285,0.17417682707309723,0.0005749445990659297,-0.7431297898292542,-1.904559850692749,-1.0731393098831177,-0.05980238690972328,0.1652955561876297,-0.5559475782925755,-0.8558065684247025,-0.10092905629308695,0.004090444223898815,0.12254504998586793,0.059640729230289805,-0.007979287,-1.7469144,1.6594613,-1.5585946,-1.5705774,0.058380056,-0.007979287,-1.7469144,1.6594613,-1.5585946,-1.5705774,0.058380056,-0.00781232537701726,-1.7773276567459106,1.664270281791687,-1.5543626546859741,-1.564261794090271,0.049875009804964066,-0.004174041,0.7603322,-0.12022512,-0.10579744,-0.15788983,0.21262616,0.47483322,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2696726517194758,0.13044689831094797,0.1864527509995566,0.4202398187972344,0.08531162969831184,0.04330555796120904,0.3,-0.2,0.3,0.402184511876112,8.175900438800454e-05,8.563301526010036e-05,0.000122408993775025,0.00033070199424400926,0.00022708001779392362,0.0003904619952663779,0.001630619983188808,0.018176540004787967,0.019807159987976775,50.486793695159434,1
78,1.680634861026192,-0.007819000874654591,-1.7745405636229457,1.6639378706561487,-1.554642155101039,-1.564869228993551,0.05059509724378586,0.16332602500915527,-0.4599594175815582,-1.455300211906433,-0.6869989037513733,-0.18340951204299927,0.18877609074115753,-0.0059464434161782265,-0.7467617392539978,-1.9044803380966187,-1.0713136196136475,-0.060387078672647476,0.16515949368476868,-0.5906325794185293,-0.8966553902732454,-0.18063520489322685,0.005279806133767928,0.12182007037745045,0.06288937838264644,-0.007999417,-1.7441524,1.6589314,-1.5590372,-1.5710877,0.059109632,-0.007999417,-1.7441524,1.6589314,-1.5590372,-1.5710877,0.059109632,-0.007819000631570816,-1.7745405435562134,1.6639379262924194,-1.5546422004699707,-1.5648692846298218,0.05059509724378586,-0.0045104288,0.75970215,-0.12516321,-0.10987372,-0.15546192,0.21286339,0.47316527,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.2698994013551566,0.13029926387964802,0.1858386098626039,0.420200016579788,0.0853660960376369,0.043294287146327506,0.3,-0.2,0.3,0.40221844900590953,8.560999413020909e-05,9.696802590042353e-05,0.00012964798952452838,0.00031288000172935426,0.00022108701523393393,0.0001220949925482273,0.0014466159918811172,0.01831244901404716,0.019759065005928278,50.609682173724906,1
79,1.7006275900057517,-0.007812325154439748,-1.7718545399107875,1.6635811964618128,-1.554972057496645,-1.5654805342303675,0.051380451768636703,0.13607832789421082,-0.4307742416858673,-1.456101894378662,-0.6766058206558228,-0.18850253522396088,0.17625972628593445,-0.01181052252650261,-0.7501062750816345,-1.90376615524292,-1.069043517112732,-0.061042964458465576,0.16501331329345703,-0.41352394863218134,-0.6922836350559778,-0.18057880249949723,0.00709441136192095,0.11219750573568933,0.06161168082699389,-0.008046391,-1.7414937,1.6583811,-1.559533,-1.5716403,0.059903003,-0.008046391,-1.7414937,1.6583811,-1.559533,-1.5716403,0.059903003,-0.00781232537701726,-1.7718545198440552,1.6635812520980835,-1.5549720525741577,-1.5654805898666382,0.051380451768636703,-0.0058516455,0.75902194,-0.13000399,-0.11402318,-0.15399258,0.21306379,0.4715151,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.27013614959509785,0.13015423609402615,0.18526393681854522,0.42023408583411737,0.08533056522309809,0.04330475096492542,0.3,-0.2,0.3,0.40219674623033463,6.701599340885878e-05,7.876098970882595e-05,0.00011262198677286506,0.0003232909948565066,0.00017784797819331288,0.00014870698214508593,0.001293774985242635,0.018540499004302546,0.01983427398954518,50.41777685067317,1
