step,time,q0,q1,q2,q3,q4,q5,current0,current1,current2,current3,current4,current5,ctrl_output0,ctrl_output1,ctrl_output2,ctrl_output3,ctrl_output4,ctrl_output5,tcp_force0,tcp_force1,tcp_force2,tcp_force3,tcp_force4,tcp_force5,ctrl_pre_alpha0,ctrl_pre_alpha1,ctrl_pre_alpha2,ctrl_pre_alpha3,ctrl_pre_alpha4,ctrl_pre_alpha5,ctrl0,ctrl1,ctrl2,ctrl3,ctrl4,ctrl5,obs_q0,obs_q1,obs_q2,obs_q3,obs_q4,obs_q5,action0,action1,action2,action3,action4,action5,action6,gripper_norm,gripper_ctrl,finger_pos_est,gripper_obs,gripper_fb_pos,gripper_fb_pct,tcp_x,tcp_y,tcp_z,box_x,box_y,box_z,target_x,target_y,target_z,box_to_target_dist,recv_time_s,mocap_time_s,obs_time_s,policy_time_s,ctrl_time_s,send_time_s,compute_time_s,sleep_time_s,loop_dt_true_s,loop_hz_true,overrun_count
173,3.580609980999725,-0.022307697926656544,-1.519604255711176,1.5817444960223597,-1.625500341454977,-1.5988619963275355,0.11657668650150299,-0.20482994616031647,-0.7654463052749634,-1.4350639581680298,-0.603489875793457,-0.19965088367462158,0.18994654715061188,-0.2314164787530899,-1.092024326324463,-1.8715884685516357,-0.9701027274131775,-0.07353804260492325,0.157716765999794,0.5169424023605786,-0.3141920917556383,-0.19584880493393342,0.036415478952683565,-0.02111374617529925,0.08368544095848465,-0.025255011,-1.4912343,1.5688587,-1.6360233,-1.6005496,0.12176935,-0.025255011,-1.4912343,1.5688587,-1.6360233,-1.6005496,0.12176935,-0.02230769768357277,-1.519604206085205,1.5817445516586304,-1.6255003213882446,-1.5988620519638062,0.11657668650150299,-0.07368283,0.70924693,-0.32214522,-0.2630751,-0.042189587,0.12981655,0.3346041,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31047612270442143,0.11744888910266334,0.14430288787540213,0.42017352235151123,0.08530983895387882,0.04331620599456078,0.3,-0.2,0.3,0.40215662960906434,5.6254008086398244e-05,7.152499165385962e-05,0.0001220290141645819,0.00033016299130395055,0.00015863298904150724,0.00011946097947657108,0.0012079089938197285,0.018528853979660198,0.019736762973479927,50.666869807561106,1
174,3.600635326001793,-0.02255565324892217,-1.5170829568854352,1.5806358496295374,-1.6264435253539027,-1.5990222136126917,0.11708340793848038,-0.24791307747364044,-0.7260180115699768,-1.4437386989593506,-0.6082938313484192,-0.20692302286624908,0.1954003870487213,-0.23143696784973145,-1.0954194068908691,-1.8711776733398438,-0.9694857597351074,-0.0715581625699997,0.15768004953861237,0.38874841142084654,-0.39524129830599725,-0.16203383094565296,0.029943455045528384,-0.02180464565098846,0.08399873012305101,-0.025490513,-1.4887505,1.5677092,-1.6369727,-1.6006677,0.12220048,-0.025490513,-1.4887505,1.5677092,-1.6369727,-1.6006677,0.12220048,-0.022555653005838394,-1.517082929611206,1.580635905265808,-1.6264435052871704,-1.5990222692489624,0.11708340793848038,-0.073371515,0.7083118,-0.32316604,-0.2632285,-0.041135203,0.12792683,0.33308735,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3109874630420668,0.1173230323339285,0.14393310158754263,0.42018008603317697,0.08532896235581552,0.043294575708528404,0.3,-0.2,0.3,0.4021859640195861,5.6101009249687195e-05,7.239001570269465e-05,0.00010321798617951572,0.00026400998467579484,0.00016098498599603772,0.00011055299546569586,0.0011201759916730225,0.018729365983745083,0.019849541975418106,50.37899621252778,1
175,3.6206294060102664,-0.022811237965719044,-1.5144266386381169,1.5794842878924769,-1.6273628673949183,-1.5992091337787073,0.11755841970443726,-0.22033993899822235,-0.7432966232299805,-1.4649323225021362,-0.598669707775116,-0.16995371878147125,0.18068596720695496,-0.23142123222351074,-1.0987458229064941,-1.8706741333007812,-0.9687854647636414,-0.06996168941259384,0.1576545536518097,0.5236844999198683,-0.37175738277630993,-0.11854112811705339,0.033589178958921155,-0.028337025996373486,0.08437907861702386,-0.02577623,-1.4861385,1.5664996,-1.6379234,-1.6008277,0.122600734,-0.02577623,-1.4861385,1.5664996,-1.6379234,-1.6008277,0.122600734,-0.02281123772263527,-1.514426589012146,1.5794843435287476,-1.627362847328186,-1.599209189414978,0.11755841970443726,-0.07412483,0.70720345,-0.32462004,-0.2640123,-0.040461678,0.12605792,0.33137396,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31150299414367405,0.11718814494718205,0.1435310277254028,0.4201715948091435,0.08530484091682865,0.043295341325638975,0.3,-0.2,0.3,0.40216582548797164,8.026399882510304e-05,7.350899977609515e-05,0.00010629600728861988,0.00030512901139445603,0.0001594090135768056,0.00013907099491916597,0.0012248970160726458,0.018575397989479825,0.01980029500555247,50.50429802786152,1
176,3.640664074016968,-0.02305919328798467,-1.5118889597109337,1.5783208052264612,-1.6283332310118617,-1.5993769804583948,0.11803771555423737,-0.19997309148311615,-0.7660507559776306,-1.4656399488449097,-0.6096304059028625,-0.18793132901191711,0.1938493847846985,-0.2312445044517517,-1.1027344465255737,-1.8705005645751953,-0.9683501720428467,-0.06790613383054733,0.1574755162000656,0.462886439956607,-0.3740769714940094,-0.1401686611173605,0.035112131154753395,-0.023260586019001706,0.0842841679441819,-0.026032085,-1.4836408,1.5652839,-1.6389132,-1.6009512,0.12301085,-0.026032085,-1.4836408,1.5652839,-1.6389132,-1.6009512,0.12301085,-0.023059193044900894,-1.5118889808654785,1.578320860862732,-1.6283332109451294,-1.5993770360946655,0.11803771555423737,-0.07432228,0.7062059,-0.32592326,-0.26449794,-0.03935477,0.12432844,0.32978684,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31203327098890726,0.11705954327509306,0.1431716592221141,0.4201851446329879,0.08530837931334533,0.04331173980916688,0.3,-0.2,0.3,0.402161917853637,5.600802251137793e-05,8.427799912169576e-05,0.00011796501348726451,0.0003126809897366911,0.00015767299919389188,0.0001306890044361353,0.0012590809783432633,0.018623597017722204,0.019882677996065468,50.295035718925156,1
177,3.660666570009198,-0.02333099046816045,-1.509306003605463,1.5771563688861292,-1.6292454204955042,-1.599509064351217,0.11853225529193878,-0.23866817355155945,-0.7816076278686523,-1.4386383295059204,-0.5997079610824585,-0.195328488945961,0.18635132908821106,-0.23109444975852966,-1.1065407991409302,-1.8702138662338257,-0.9678444266319275,-0.06516791135072708,0.1573309749364853,0.4831941854124264,-0.4595687922300965,-0.23007412204485916,0.033693500551148274,-0.01986124066386432,0.08568949133297808,-0.02625793,-1.4811039,1.5640461,-1.6398417,-1.6009834,0.12343397,-0.02625793,-1.4811039,1.5640461,-1.6398417,-1.6009834,0.12343397,-0.023330990225076675,-1.5093059539794922,1.5771564245224,-1.629245400428772,-1.5995091199874878,0.11853225529193878,-0.07317351,0.70505226,-0.32775694,-0.26490632,-0.036855206,0.122542955,0.32804382,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3125519736096974,0.11693204795495188,0.14279199256656844,0.42017625892170357,0.08539856623883536,0.04333439838714582,0.3,-0.2,0.3,0.40220879009061383,6.51279988233e-05,7.192799239419401e-05,0.00010094098979607224,0.0003425510076340288,0.00044244600576348603,0.00015166299999691546,0.0015341590042226017,0.0183067089819815,0.019840867986204103,50.40102079683849,1
178,3.6806270590168424,-0.0235980192767542,-1.50673462570224,1.575977627431051,-1.6302124462523402,-1.5996530691729944,0.11902341991662979,-0.22690317034721375,-0.7611404061317444,-1.4565459489822388,-0.6127078533172607,-0.20703987777233124,0.16329091787338257,-0.2310153692960739,-1.1101162433624268,-1.869799017906189,-0.9672956466674805,-0.06240854039788246,0.1572505533695221,0.44361676820913915,-0.38934702314856556,-0.14631237829590335,0.03449161332100086,-0.019573074495017787,0.0860631357647412,-0.026539642,-1.4785708,1.5628362,-1.6408161,-1.6011225,0.12384393,-0.026539642,-1.4785708,1.5628362,-1.6408161,-1.6011225,0.12384393,-0.023598019033670425,-1.5067346096038818,1.5759776830673218,-1.630212426185608,-1.5996531248092651,0.11902341991662979,-0.07354056,0.70409596,-0.32853875,-0.26509076,-0.036735747,0.12051279,0.3265058,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3130862314297297,0.11680256423910061,0.142423216770008,0.42021837069816675,0.08536230063241373,0.04330391460076561,0.3,-0.2,0.3,0.40221509729199795,6.668499554507434e-05,7.191201439127326e-05,0.00012014299863949418,0.00036583998007699847,0.0002563759917393327,0.00012259400682523847,0.001357376982923597,0.018438318016706035,0.01979569499962963,50.516033916399984,1
179,3.70062551801675,-0.023878399525777638,-1.5041561660221596,1.574841324483053,-1.6311403713622035,-1.5998089949237269,0.11949024349451065,-0.2046322077512741,-0.78410804271698,-1.4512662887573242,-0.6307021975517273,-0.20392157137393951,0.18152374029159546,-0.23098167777061462,-1.1134865283966064,-1.8693485260009766,-0.9667165279388428,-0.05989360064268112,0.1572081595659256,0.5707237531850184,-0.42538114673068356,-0.38547681030791847,0.036672728369022974,-0.02282700589215636,0.08420319111731342,-0.026857557,-1.4760358,1.5616587,-1.641766,-1.6012788,0.12422755,-0.026857557,-1.4760358,1.5616587,-1.641766,-1.6012788,0.12422755,-0.023878399282693863,-1.5041561126708984,1.5748413801193237,-1.6311403512954712,-1.5998090505599976,0.11949024349451065,-0.07447893,0.7030068,-0.32956523,-0.26563874,-0.036742907,0.11843268,0.32485455,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3136012833050069,0.11666628449909491,0.142035064240775,0.42020690528917126,0.08530882033015523,0.04329001697814153,0.3,-0.2,0.3,0.402182599543451,0.00012885997421108186,7.393598207272589e-05,0.00010398399899713695,0.00035363901406526566,0.00021291899611242115,0.0001126489951275289,0.001339020993327722,0.01850098100840114,0.019840002001728863,50.40322072108963,1
180,3.720683618012117,-0.02417022386659795,-1.501652055685856,1.5736220518695276,-1.632115980187887,-1.5999768416034144,0.11994538456201553,-0.21934214234352112,-0.795306921005249,-1.4869639873504639,-0.6204788088798523,-0.1903911679983139,0.1819070726633072,-0.2309754639863968,-1.1167957782745361,-1.868888020515442,-0.9662205576896667,-0.057736508548259735,0.1571928709745407,0.5260781743803314,-0.33083247613739003,-0.0008245736654810569,0.03574466977160118,-0.020392299026547274,0.08586823112027288,-0.027137613,-1.4735686,1.5604221,-1.6427344,-1.6014166,0.124598876,-0.027137613,-1.4735686,1.5604221,-1.6427344,-1.6014166,0.124598876,-0.024170223623514175,-1.5016520023345947,1.5736221075057983,-1.6321159601211548,-1.599976897239685,0.11994538456201553,-0.07418475,0.7020862,-0.3299997,-0.26546136,-0.035991643,0.11633735,0.32338816,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31415013789230145,0.11652251764458922,0.1416969700926552,0.4201938471434157,0.08530285574839698,0.0432717393883927,0.3,-0.2,0.3,0.4021861324582918,7.182799163274467e-05,9.516399586573243e-05,0.00014328397810459137,0.00025535302120260894,0.0002658260054886341,0.00012919801520183682,0.0014021069800946862,0.018461725005181506,0.019863831985276192,50.3427536409509,1
181,3.7406464660016354,-0.024418179188863576,-1.4990999114564438,1.5724766890155237,-1.6330748997130335,-1.6001241842852991,0.12038463354110718,-0.21906843781471252,-0.780316948890686,-1.472769856452942,-0.6415255069732666,-0.18977148830890656,0.1993909329175949,-0.23109807074069977,-1.1203328371047974,-1.8688385486602783,-0.9659070372581482,-0.055645138025283813,0.1570490598678589,0.6312996364688136,-0.32949053241113824,-0.2941993348088646,0.032535403766754865,-0.030584001203230595,0.08513794683420685,-0.027412016,-1.4710686,1.5591863,-1.6437415,-1.6015,0.12497504,-0.027412016,-1.4710686,1.5591863,-1.6437415,-1.6015,0.12497504,-0.0244181789457798,-1.4990999698638916,1.5724767446517944,-1.6330748796463013,-1.6001242399215698,0.12038463354110718,-0.07484593,0.7007848,-0.33226135,-0.26666424,-0.034394816,0.114760175,0.32154614,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31467023168469704,0.11639768421890992,0.14131916352435697,0.42018595438371736,0.08531565026803219,0.04334281696745746,0.3,-0.2,0.3,0.4021474834877583,5.986698670312762e-05,7.835900760255754e-05,0.00010981500963680446,0.0003835780080407858,0.0002117440162692219,0.00011535300291143358,0.0013447510136757046,0.018432988988934085,0.01977774000260979,50.561894325036334,1
182,3.760656538011972,-0.024698559437887013,-1.496470035319664,1.5712159315692347,-1.634045263329977,-1.6002605597125452,0.1208038479089737,-0.1956104338169098,-0.7934172749519348,-1.4278513193130493,-0.615189790725708,-0.18893909454345703,0.19471484422683716,-0.23119933903217316,-1.123784065246582,-1.868738055229187,-0.9655990600585938,-0.053494539111852646,0.15694434940814972,0.5401952508839181,-0.42966744484841746,-0.07486306503692995,0.03537814693184508,-0.026461356920969875,0.08610950752474245,-0.027683668,-1.4684796,1.5579078,-1.644706,-1.6016197,0.12530638,-0.027683668,-1.4684796,1.5579078,-1.644706,-1.6016197,0.12530638,-0.024698559194803238,-1.4964700937271118,1.5712159872055054,-1.6340452432632446,-1.600260615348816,0.1208038479089737,-0.07462771,0.6997609,-0.33270344,-0.26651925,-0.03397642,0.112563305,0.3200098,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3152247768522266,0.11626422166275946,0.14095039137319368,0.4201884276994459,0.08531202091943502,0.04329403107037463,0.3,-0.2,0.3,0.40217678559747716,7.583500701002777e-05,0.00010008501703850925,0.00016043800860643387,0.0006447570049203932,0.00021263098460622132,0.00011641500168479979,0.0017697159782983363,0.01800444201217033,0.019774157990468666,50.57105341638363,1
183,3.780611175025115,-0.024965588246480763,-1.493876078431942,1.5700066725360315,-1.6349884472289027,-1.600372616444723,0.12125539779663086,-0.20639072358608246,-0.8189286589622498,-1.4456133842468262,-0.6453624367713928,-0.21046294271945953,0.18986687064170837,-0.23125383257865906,-1.127204179763794,-1.868388295173645,-0.9650347828865051,-0.051463399082422256,0.1568707376718521,0.33595715977927637,-0.39895170778485495,-0.04601687094724246,0.03413185098542427,-0.02259302818004363,0.08692303672431088,-0.027953945,-1.4659331,1.5566467,-1.6456667,-1.6016974,0.12567753,-0.027953945,-1.4659331,1.5566467,-1.6456667,-1.6016974,0.12567753,-0.024965588003396988,-1.4938760995864868,1.5700067281723022,-1.6349884271621704,-1.6003726720809937,0.12125539779663086,-0.074708946,0.69857657,-0.3339992,-0.2669582,-0.033118896,0.11055337,0.31830055,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31575815829717274,0.1161409284767857,0.1405736984287816,0.4201992662351444,0.08531934922828087,0.043292854352811244,0.3,-0.2,0.3,0.4021859746797262,4.8282992793247104e-05,5.696099833585322e-05,7.741499575786293e-05,0.0002732989960350096,0.00013547399430535734,7.859800825826824e-05,0.0009290240122936666,0.018896941997809336,0.019825966010103002,50.43890418708554,1
184,3.8006192380271386,-0.02521068254579717,-1.4913351398757477,1.5688493887530726,-1.6359011135497035,-1.6005004088031214,0.12171747535467148,-0.19398240745067596,-0.7852364182472229,-1.4671835899353027,-0.6867927312850952,-0.1939558982849121,0.18401536345481873,-0.23127800226211548,-1.1304460763931274,-1.8679842948913574,-0.9644890427589417,-0.04976337030529976,0.15683504939079285,0.5105347880133548,-0.35938495167863416,-0.2613975892296894,0.03956529638898105,-0.0299621470926952,0.08683378436026179,-0.028236367,-1.4634464,1.555403,-1.6466289,-1.6017812,0.12606874,-0.028236367,-1.4634464,1.555403,-1.6466289,-1.6017812,0.12606874,-0.025210682302713394,-1.491335153579712,1.5688494443893433,-1.6359010934829712,-1.600500464439392,0.12171747535467148,-0.07564214,0.6972204,-0.33616224,-0.26819292,-0.032021023,0.10878156,0.31641033,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.316268422428458,0.11602108290315016,0.14019439028131944,0.42019837054855524,0.08531014047906543,0.043354873810835345,0.3,-0.2,0.3,0.40213959055667414,5.327200051397085e-05,7.291501970030367e-05,0.00010075900354422629,0.0001956620253622532,0.00015553299454040825,9.443800081498921e-05,0.0010025730007328093,0.01884099902235903,0.019843572023091838,50.394152768277124,1
185,3.8206054670154117,-0.025486294423238576,-1.4888270136765023,1.5676873365985315,-1.6368872127928675,-1.6006205717669886,0.1221369281411171,-0.2267712950706482,-0.7791714668273926,-1.4645720720291138,-0.6710041761398315,-0.1917606145143509,0.19820363819599152,-0.231283500790596,-1.1337244510650635,-1.8675771951675415,-0.9640523195266724,-0.04833635315299034,0.15682139992713928,0.5129713662401041,-0.40355848246719833,-0.12167143988768897,0.03486119068258095,-0.030248313573244444,0.08664423660587989,-0.028481105,-1.4609779,1.5542358,-1.6475924,-1.6018901,0.12639469,-0.028481105,-1.4609779,1.5542358,-1.6475924,-1.6018901,0.12639469,-0.0254862941801548,-1.4888269901275635,1.5676873922348022,-1.6368871927261353,-1.6006206274032593,0.1221369281411171,-0.07487028,0.69622785,-0.33628818,-0.2676296,-0.03173786,0.1064439,0.31498417,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3168007778099805,0.11589266202114853,0.1398312600842392,0.4202097274396985,0.08531550144330866,0.043269010786453,0.3,-0.2,0.3,0.4022015908882925,5.32910053152591e-05,4.741302109323442e-05,6.425200263038278e-05,0.00017876099445857108,9.435898391529918e-05,5.7747005484998226e-05,0.0007410739781334996,0.019110874010948464,0.019851947989081964,50.372890385869084,1
186,3.8406395130150486,-0.025757614766256154,-1.4863100138357659,1.5664752165423792,-1.6379138431944789,-1.6007679144488733,0.12257157266139984,-0.24807077646255493,-0.8099749684333801,-1.4812369346618652,-0.6633617877960205,-0.19909536838531494,0.19401051104068756,-0.2312772274017334,-1.1377893686294556,-1.868105411529541,-0.9642909169197083,-0.04646241292357445,0.15667958557605743,0.4199145084893255,-0.39418575333542,-0.20924208301706226,0.039120402247661674,-0.017905529016916444,0.08645072100791061,-0.028742509,-1.4585122,1.552953,-1.6486427,-1.6019614,0.12675744,-0.028742509,-1.4585122,1.552953,-1.6486427,-1.6019614,0.12675744,-0.02575761452317238,-1.4863100051879883,1.56647527217865,-1.6379138231277466,-1.600767970085144,0.12257157266139984,-0.07462238,0.6949448,-0.3380574,-0.2682195,-0.029835988,0.104646906,0.31322446,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.317354240433965,0.11575831574204486,0.13948209248862264,0.42020051443591966,0.08535016614095352,0.04332688769039954,0.3,-0.2,0.3,0.4021864897340615,2.80330132227391e-05,3.750799805857241e-05,4.7901005018502474e-05,0.00029137099045328796,9.50419926084578e-05,7.594100316055119e-05,0.0007321620068978518,0.01922774300328456,0.01995990501018241,50.10043882923575,1
187,3.860599499021191,-0.026006046925679982,-1.4838214677623291,1.5652702490436,-1.638846059838766,-1.6008599440204065,0.12299040704965591,-0.23058247566223145,-0.7555422186851501,-1.4627019166946411,-0.6903680562973022,-0.19190901517868042,0.20001724362373352,-0.2312651425600052,-1.1417165994644165,-1.8683217763900757,-0.9642069339752197,-0.04427199810743332,0.1565590649843216,0.6377887757929441,-0.28492834823912755,-0.28192860383469054,0.03521495996664385,-0.026709636111125076,0.08702414254162075,-0.029026022,-1.4560691,1.5517255,-1.6495873,-1.6020617,0.12708846,-0.029026022,-1.4560691,1.5517255,-1.6495873,-1.6020617,0.12708846,-0.026006046682596207,-1.4838215112686157,1.5652703046798706,-1.6388460397720337,-1.6008599996566772,0.12299040704965591,-0.07549939,0.69381064,-0.3386192,-0.26853096,-0.030042538,0.10245133,0.31163782,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31788090433146804,0.11564469707500931,0.13913017474198813,0.4201636402645046,0.08531951876558476,0.043314696528021654,0.3,-0.2,0.3,0.4021615076114458,3.4913013223558664e-05,4.671202623285353e-05,5.4787989938631654e-05,0.0002491670020390302,0.00013843399938195944,9.247500565834343e-05,0.0008148110064212233,0.019050634000450373,0.019865445006871596,50.338665942499304,1
188,3.8806019280164037,-0.026308838521138966,-1.4812051218799134,1.5640104452716272,-1.639825006524557,-1.6010039488421839,0.12337026745080948,-0.19903942942619324,-0.7786480784416199,-1.4592825174331665,-0.6748044490814209,-0.1906098872423172,0.1922519952058792,-0.2312556505203247,-1.1453524827957153,-1.8681915998458862,-0.9639336466789246,-0.04150683060288429,0.15649518370628357,0.6347501599822369,-0.4113051162525009,-0.28324166137205214,0.03644074890230646,-0.027050191444556827,0.08726233317122445,-0.029333092,-1.4535074,1.5503902,-1.6505971,-1.6021507,0.12739407,-0.029333092,-1.4535074,1.5503902,-1.6505971,-1.6021507,0.12739407,-0.02630883827805519,-1.4812051057815552,1.564010500907898,-1.6398249864578247,-1.6010040044784546,0.12337026745080948,-0.07560637,0.692442,-0.34050548,-0.2693042,-0.028666707,0.10059503,0.3097629,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31843648588760576,0.11550059404167096,0.13875680356039707,0.42019403256412435,0.08531515555909785,0.04335452028489236,0.3,-0.2,0.3,0.4021420777135898,3.086100332438946e-05,4.286502371542156e-05,9.721200331114233e-05,0.0002499499823898077,8.38919950183481e-05,4.086899571120739e-05,0.0007470370037481189,0.019170549989212304,0.019917586992960423,50.20688501842292,1
189,3.9006089540198445,-0.026584927235738576,-1.4786925849369545,1.5627883116351526,-1.640844007531637,-1.601142708455221,0.12379296123981476,-0.21360744535923004,-0.8106117248535156,-1.4487836360931396,-0.6762880086898804,-0.18237245082855225,0.20099018514156342,-0.23124833405017853,-1.1487661600112915,-1.8678474426269531,-0.9635218977928162,-0.038921765983104706,0.15646201372146606,0.5098614904714535,-0.406445238929705,-0.08593690273888935,0.036204850666532715,-0.026308120519618824,0.08830367432202094,-0.029594919,-1.4510378,1.549167,-1.6515982,-1.602282,0.12771913,-0.029594919,-1.4510378,1.549167,-1.6515982,-1.602282,0.12771913,-0.0265849269926548,-1.4786925315856934,1.5627883672714233,-1.6408439874649048,-1.6011427640914917,0.12379296123981476,-0.07524978,0.6913696,-0.34053347,-0.26885626,-0.028481238,0.0981542,0.30827445,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3189897001303497,0.11536590653540169,0.13840680674508285,0.4201715948091435,0.08530484091682865,0.043295341325638975,0.3,-0.2,0.3,0.40216582548797164,3.0216993764042854e-05,4.062501830048859e-05,9.282698738388717e-05,0.00019677399541251361,7.245299639180303e-05,5.156098632141948e-05,0.0006537640001624823,0.019262685003923252,0.019916449004085734,50.209753746506536,1
190,3.9206188750104047,-0.026857678090230763,-1.4761409920505066,1.5615995565997522,-1.6417833767332972,-1.6012476126300257,0.12415669113397598,-0.21959546208381653,-0.8049353957176208,-1.4557126760482788,-0.6937820911407471,-0.19635777175426483,0.21015582978725433,-0.23124270141124725,-1.1520408391952515,-1.8673861026763916,-0.9630041122436523,-0.03669613599777222,0.1564452201128006,0.401853205896711,-0.2902963927325568,-0.3278011936986688,0.03350517704755999,-0.03309096160195725,0.08511692389478237,-0.029887663,-1.448546,1.5478822,-1.6525853,-1.6023337,0.12801422,-0.029887663,-1.448546,1.5478822,-1.6525853,-1.6023337,0.12801422,-0.026857677847146988,-1.4761409759521484,1.561599612236023,-1.641783356666565,-1.6012476682662964,0.12415669113397598,-0.07574965,0.6898721,-0.34293553,-0.27004674,-0.027149864,0.09643815,0.30631825,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.31951411185669126,0.11524077915293134,0.1380264451706015,0.4202066856077042,0.08530380621302557,0.04335319025417274,0.3,-0.2,0.3,0.4021386564490779,4.496501060202718e-05,4.120997618883848e-05,6.546199438162148e-05,0.00017697701696306467,7.652302156202495e-05,4.85809869132936e-05,0.0006249430007301271,0.019308593997266144,0.01993353699799627,50.16671151238842,1
191,3.940626590017928,-0.027164284382955373,-1.4736192908934136,1.560347859059469,-1.6427151165404261,-1.601351563130514,0.12454374134540558,-0.19657938182353973,-0.8051563501358032,-1.4997206926345825,-0.6961537599563599,-0.19423288106918335,0.199436217546463,-0.23109066486358643,-1.1560039520263672,-1.8671622276306152,-0.9627549648284912,-0.034783195704221725,0.15627047419548035,0.5387718305923738,-0.30361682403495316,-0.2872721280708963,0.0380668504687721,-0.0350376577614049,0.08693545018050858,-0.030202623,-1.4460752,1.5465953,-1.6535277,-1.6024204,0.12831134,-0.030202623,-1.4460752,1.5465953,-1.6535277,-1.6024204,0.12831134,-0.027164284139871597,-1.4736193418502808,1.5603479146957397,-1.6427150964736938,-1.6013516187667847,0.12454374134540558,-0.07595848,0.6886033,-0.34381303,-0.2703152,-0.02672017,0.094189696,0.3045938,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3200566186494137,0.11510437841714126,0.13767187358260108,0.4201887292089023,0.08528334807140842,0.04335229598356177,0.3,-0.2,0.3,0.40211934577491987,5.22869813721627e-05,6.838099216111004e-05,9.120398317463696e-05,0.000312710995785892,0.00015947900828905404,0.00011471999459899962,0.0011122379801236093,0.018747718015220016,0.019859955995343626,50.35257883927137,1
192,3.9606210570200346,-0.02738982835878545,-1.4711503025940438,1.5591414610492151,-1.643721719781393,-1.6014474073993128,0.12492682039737701,-0.1943635642528534,-0.7416882514953613,-1.5069624185562134,-0.6897841691970825,-0.19898250699043274,0.1974245011806488,-0.23097530007362366,-1.1598360538482666,-1.8668768405914307,-0.9624739289283752,-0.0333351194858551,0.1561431884765625,0.5806872675899625,-0.4042183118616436,-0.20330602114302038,0.03571205439803581,-0.03238461567393629,0.08482140908817229,-0.030394712,-1.4436522,1.5453833,-1.654514,-1.6024928,0.12860057,-0.030394712,-1.4436522,1.5453833,-1.654514,-1.6024928,0.12860057,-0.027389828115701675,-1.471150279045105,1.5591415166854858,-1.6437216997146606,-1.6014474630355835,0.12492682039737701,-0.0751221,0.68745226,-0.3439551,-0.26980603,-0.026135014,0.09184366,0.3031276,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.3205962500253118,0.11499538821470465,0.13732530600037324,0.4201676667134979,0.08532385739264324,0.04328365712671918,0.3,-0.2,0.3,0.40218560065628,4.948902642354369e-05,0.00013510699500329792,0.00010823397315107286,0.00031267901067622006,0.0001558070071041584,0.00023613698431290686,0.0013830550014972687,0.018451126001309603,0.019834181002806872,50.418013219627426,1
193,3.980619296024088,-0.027696911488668263,-1.4686013397625466,1.5578725973712366,-1.6447168789305628,-1.6015437285052698,0.125291109085083,-0.1965099275112152,-0.8003671169281006,-1.4569344520568848,-0.7024895548820496,-0.20162995159626007,0.20151354372501373,-0.23093163967132568,-1.1632918119430542,-1.8664907217025757,-0.962129533290863,-0.03224106505513191,0.15607716143131256,0.6887654828738257,-0.24142573902212203,-0.18513599875599795,0.03737212889725595,-0.03385695988054067,0.08643373947354675,-0.03072507,-1.4411682,1.5439996,-1.6555681,-1.6025122,0.1289008,-0.03072507,-1.4411682,1.5439996,-1.6555681,-1.6025122,0.1289008,-0.027696911245584488,-1.4686013460159302,1.5578726530075073,-1.6447168588638306,-1.6015437841415405,0.125291109085083,-0.07570398,0.6858279,-0.34682733,-0.27128088,-0.024210976,0.090242274,0.30104518,1.0,0.05000000074505806,0.025,0.05000000074505806,0.00264705,10.5882,0.32115688908351553,0.1148595385011811,0.13696925975245178,0.4201909680805973,0.08532927826902698,0.04341038314933578,0.3,-0.2,0.3,0.40211553348998863,5.8824982261285186e-05,7.545598782598972e-05,8.941901614889503e-05,0.0002673720009624958,0.00015995497233234346,9.245198452845216e-05,0.0010617549996823072,0.01878523000050336,0.01984698500018567,50.38548676237953,1
