config_id,seed,episode_id,repeat,cube_size,term,domain,scaled_return_H,achieved_hz,overrun_count,stop_reason,protocol_hash,policy_run_id
L0_none,1,4,3,3cm,gripper_align,sim,21.004310222051558,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,grasp,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,lift,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,box_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,hold_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,no_floor_collision,sim,100.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,robot_target_qpos,sim,5.6315328776836315,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,4,3,3cm,action_rate,sim,-0.9112055555276956,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,gripper_box,sim,34.29031646251678,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,approach_open,sim,293.9869412481785,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,gripper_align,sim,130.48603983363137,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,grasp,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,lift,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,box_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,hold_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,no_floor_collision,sim,93.25,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,robot_target_qpos,sim,3.329438710212695,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,1,3cm,action_rate,sim,-0.42845588597410533,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,gripper_box,sim,33.58973574638365,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,approach_open,sim,293.9985102713108,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,gripper_align,sim,131.03709572460502,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,grasp,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,lift,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,box_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,hold_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,no_floor_collision,sim,93.25,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,robot_target_qpos,sim,3.3308207809924952,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,2,3cm,action_rate,sim,-0.43056741537293153,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,gripper_box,sim,33.91164743900298,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,approach_open,sim,293.99947556853294,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,gripper_align,sim,130.85753925377503,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,grasp,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,lift,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,box_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
L0_none,1,5,3,3cm,hold_target,sim,0.0,,0.0,horizon_complete,c7ad7014f7344e1527a0f032778d39a04fe430eeea7e30a8462ea55a73a75b99,L0_none_vel_s1_20260729_104930_2201
