action_rate,approach_open,box_target,grasp,gripper_align,gripper_box,hold_target,lift,no_floor_collision,robot_target_qpos,success_bonus,step,reward_total,box_target_dist,success,out_of_bounds
-0.12254641056060792,0.753277599811554,0.0,0.0,0.005950737395323813,2.372264862060547e-05,0.0,0.0,0.25,0.07585737705230712,0.0,0,0.9625630378723145,0.5376644134521484,0.0,0.0
-0.05506014823913574,0.7537399530410767,0.0,0.0,0.005936093511991203,2.3484230041503906e-05,0.0,0.0,0.25,0.07621695399284363,0.0,1,1.0308563709259033,0.5396988987922668,0.0,0.0
-0.0005850872490555048,0.7556329369544983,0.0,0.0,0.006359518738463521,2.3484230041503906e-05,0.0,0.0,0.25,0.0767758548259735,0.0,2,1.0882067680358887,0.5402998328208923,0.0,0.0
-1.3347627827897668e-05,0.7571173906326294,0.0,0.0,0.0065415597055107355,2.384185791015625e-05,0.0,0.0,0.25,0.07752272486686707,0.0,3,1.0911922454833984,0.5400038957595825,0.0,0.0
-5.121489084558562e-06,0.7582332491874695,0.0,0.0,0.006577525055035949,2.396106719970703e-05,0.0,0.0,0.25,0.07843864560127257,0.0,4,1.0932682752609253,0.5399442315101624,0.0,0.0
-2.7495386893860997e-05,0.7590703368186951,0.0,0.0,0.006384104490280151,2.4557113647460938e-05,0.0,0.0,0.25,0.07951118946075439,0.0,5,1.0949625968933105,0.5400241017341614,0.0,0.0
-0.00011139021953567863,0.7596983313560486,0.0,0.0,0.0062903197249397635,2.47955322265625e-05,0.0,0.0,0.25,0.08073590397834778,0.0,6,1.0966379642486572,0.5398229360580444,0.0,0.0
-4.954946343787015e-05,0.7601699829101562,0.0,0.0,0.006579103064723313,2.5153160095214844e-05,0.0,0.0,0.25,0.08210556507110596,0.0,7,1.0988301038742065,0.5401452779769897,0.0,0.0
-2.1247744734864684e-05,0.7605235576629639,0.0,0.0,0.00663626182358712,2.5510787963867188e-05,0.0,0.0,0.25,0.08361071348190308,0.0,8,1.1007747650146484,0.5400578379631042,0.0,0.0
-3.115321742370725e-05,0.7607892155647278,0.0,0.0,0.0067226693499833345,2.6226043701171875e-05,0.0,0.0,0.25,0.08524285554885865,0.0,9,1.1027498245239258,0.5400287508964539,0.0,0.0
-3.1871252576820556e-05,0.7609883546829224,0.0,0.0,0.0068172410828992724,2.658367156982422e-05,0.0,0.0,0.25,0.08699399828910827,0.0,10,1.1047943830490112,0.5400189161300659,0.0,0.0
-3.279451630078256e-05,0.761137843132019,0.0,0.0,0.006917625432834029,2.6941299438476562e-05,0.0,0.0,0.25,0.08885638117790222,0.0,11,1.1069059371948242,0.5400155186653137,0.0,0.0
-3.294605703558773e-05,0.7612497806549072,0.0,0.0,0.007022147765383124,2.753734588623047e-05,0.0,0.0,0.25,0.09082217216491699,0.0,12,1.1090887784957886,0.540014386177063,0.0,0.0
-3.255085903219879e-05,0.7613335847854614,0.0,0.0,0.00712932669557631,2.8133392333984375e-05,0.0,0.0,0.25,0.0928833246231079,0.0,13,1.1113418340682983,0.5400139093399048,0.0,0.0
-3.161382919643075e-05,0.7613916397094727,0.0,0.0,0.007240338018164039,2.8848648071289062e-05,0.0,0.0,0.25,0.0950311303138733,0.0,14,1.1136603355407715,0.5400137901306152,0.0,0.0
-3.0171388061717153e-05,0.7614246010780334,0.0,0.0,0.007354027475230396,2.956390380859375e-05,0.0,0.0,0.25,0.09725607633590698,0.0,15,1.1160340309143066,0.5400137901306152,0.0,0.0
-2.8782582376152277e-05,0.7614414691925049,0.0,0.0,0.007470825221389532,3.0040740966796875e-05,0.0,0.0,0.25,0.0995477557182312,0.0,16,1.1184613704681396,0.5400137901306152,0.0,0.0
-2.7210643747821453e-05,0.7614496946334839,0.0,0.0,0.007590983295813203,3.0875205993652344e-05,0.0,0.0,0.25,0.10189445614814759,0.0,17,1.1209388971328735,0.5400137305259705,0.0,0.0
-2.5383441243320704e-05,0.7614537477493286,0.0,0.0,0.007713925442658365,3.159046173095703e-05,0.0,0.0,0.25,0.10428321361541748,0.0,18,1.1234570741653442,0.5400137305259705,0.0,0.0
-2.338275080546737e-05,0.761455237865448,0.0,0.0,0.00783932104241103,3.230571746826172e-05,0.0,0.0,0.25,0.10669952630996704,0.0,19,1.1260031461715698,0.5400137305259705,0.0,0.0
-2.1287368144840003e-05,0.7614561915397644,0.0,0.0,0.007967397104948759,3.349781036376953e-05,0.0,0.0,0.25,0.10912712216377259,0.0,20,1.1285629272460938,0.5400137305259705,0.0,0.0
-1.915461907628924e-05,0.7614566683769226,0.0,0.0,0.008097587269730866,3.421306610107422e-05,0.0,0.0,0.25,0.11154804825782776,0.0,21,1.131117343902588,0.5400137305259705,0.0,0.0
-1.704118330962956e-05,0.7614570260047913,0.0,0.0,0.008230327512137592,3.516674041748047e-05,0.0,0.0,0.25,0.11394242048263549,0.0,22,1.1336477994918823,0.5400137305259705,0.0,0.0
-1.4988907787483186e-05,0.7614575624465942,0.0,0.0,0.008364864625036716,3.635883331298828e-05,0.0,0.0,0.25,0.1162885844707489,0.0,23,1.1361323595046997,0.5400137305259705,0.0,0.0
-1.3038520410191268e-05,0.7614573240280151,0.0,0.0,0.008501051925122738,3.7550926208496094e-05,0.0,0.0,0.25,0.11856297254562377,0.0,24,1.1385458707809448,0.5400137305259705,0.0,0.0
-1.1219494626857341e-05,0.761458158493042,0.0,0.0,0.008639444131404161,3.8623809814453125e-05,0.0,0.0,0.25,0.1207405149936676,0.0,25,1.1408655643463135,0.5400137305259705,0.0,0.0
-9.550600225338712e-06,0.7614585161209106,0.0,0.0,0.008778620976954699,4.017353057861328e-05,0.0,0.0,0.25,0.1227946400642395,0.0,26,1.1430623531341553,0.5400137305259705,0.0,0.0
-8.052757038967684e-06,0.7613767981529236,0.0,0.0,0.008919999818317592,4.1365623474121094e-05,0.0,0.0,0.25,0.12469793558120727,0.0,27,1.145027995109558,0.5400137305259705,0.0,0.0
-6.7851797211915255e-06,0.761400580406189,0.0,0.0,0.009062427561730146,4.279613494873047e-05,0.0,0.0,0.25,0.12642238140106202,0.0,28,1.1469213962554932,0.5400137305259705,0.0,0.0
-5.74416553718038e-06,0.7613540887832642,0.0,0.0,0.009204340167343616,4.410743713378906e-05,0.0,0.0,0.25,0.12794008255004882,0.0,29,1.1485368013381958,0.5400137305259705,0.0,0.0
-4.613400233210996e-06,0.7613917589187622,0.0,0.0,0.009347428567707539,4.589557647705078e-05,0.0,0.0,0.25,0.129223769903183,0.0,30,1.150004267692566,0.5400137305259705,0.0,0.0
-3.881857264786959e-06,0.7613493204116821,0.0,0.0,0.009490801603533328,4.744529724121094e-05,0.0,0.0,0.25,0.1302478015422821,0.0,31,1.151131510734558,0.5400137305259705,0.0,0.0
-3.1782346923137084e-06,0.7613896131515503,0.0,0.0,0.009633127483539283,4.9233436584472656e-05,0.0,0.0,0.25,0.1309887886047363,0.0,32,1.1520575284957886,0.5400137305259705,0.0,0.0
-2.744705307122786e-06,0.7613475322723389,0.0,0.0,0.009775068610906601,5.1140785217285156e-05,0.0,0.0,0.25,0.1314265787601471,0.0,33,1.1525975465774536,0.5400137305259705,0.0,0.0
-2.3445600163540803e-06,0.7613149285316467,0.0,0.0,0.009915119735524058,5.328655242919922e-05,0.0,0.0,0.25,0.13154493570327758,0.0,34,1.152825951576233,0.5400137305259705,0.0,0.0
-2.1744126570411026e-06,0.7613726258277893,0.0,0.0,0.010053865844383836,5.507469177246094e-05,0.0,0.0,0.25,0.13133216500282288,0.0,35,1.1528115272521973,0.5400137305259705,0.0,0.0
-1.9664057617774233e-06,0.761339008808136,0.0,0.0,0.010189639870077372,5.745887756347656e-05,0.0,0.0,0.25,0.13078170418739318,0.0,36,1.1523659229278564,0.5400137305259705,0.0,0.0
-1.8911674487753772e-06,0.7613096833229065,0.0,0.0,0.010323490714654326,5.900859832763672e-05,0.0,0.0,0.25,0.1298923373222351,0.0,37,1.1515825986862183,0.5400137305259705,0.0,0.0
-1.920408249134198e-06,0.7613693475723267,0.0,0.0,0.010453285649418831,6.16312026977539e-05,0.0,0.0,0.25,0.1286682665348053,0.0,38,1.1505506038665771,0.5400137305259705,0.0,0.0
-1.930580401676707e-06,0.761336624622345,0.0,0.0,0.010578505462035537,6.413459777832031e-05,0.0,0.0,0.25,0.12711891531944275,0.0,39,1.1490963697433472,0.5400137305259705,0.0,0.0
-2.0169019990134986e-06,0.7613844275474548,0.0,0.0,0.010700053535401821,6.651878356933594e-05,0.0,0.0,0.25,0.1252586603164673,0.0,40,1.1474076509475708,0.5400137305259705,0.0,0.0
-2.0987163225072436e-06,0.7613434791564941,0.0,0.0,0.01081536989659071,6.92605972290039e-05,0.0,0.0,0.25,0.12310616970062255,0.0,41,1.1453320980072021,0.5400137305259705,0.0,0.0
