gripper_box,approach_open,grasp,lift,box_target,hold_target,gripper_align,no_floor_collision,robot_target_qpos,action_rate,raw_gripper_box,raw_approach_open,raw_grasp,raw_lift,raw_box_target,raw_hold_target,raw_gripper_align,raw_no_floor_collision,raw_robot_target_qpos,raw_action_rate,reward_total,reached,grasped,lifted,a_jaw,a_app,alignment,gripper_box_dist,box_target_dist,dist_min,step,time
0.11542839429787644,0.7615941559557647,0.0,0.0,0.0,0.0,0.36607834405908474,0.25,0.3,-0.017635783290012006,0.02885709857446911,0.7615941559557647,0.0,0.0,0.0,0.0,0.07321566881181694,1.0,1.0,1.7635783290012006,1.775465111022714,0.0,0.0,0.0,0.7302161469440748,0.8675444128080327,0.338458634189951,0.35161176375656417,0.37955739101363356,0.37955739101363356,0,0.02379044098779559
0.11549697618588639,0.7615941559557647,0.0,0.0,0.0,0.0,0.3661770868085326,0.25,0.29995858224612604,-0.00017370954877904215,0.028874244046471598,0.7615941559557647,0.0,0.0,0.0,0.0,0.07323541736170652,1.0,0.9998619408204201,0.017370954877904216,1.793053091647531,0.0,0.0,0.0,0.730160082373872,0.8676127735595307,0.33843914497659655,0.35155060080496164,0.3795747391538089,0.37955739101363356,1,0.0438543509808369
0.11571237556553804,0.7615941559557646,0.0,0.0,0.0,0.0,0.36720811511425344,0.25,0.299754444855528,-2.777886842817573e-06,0.02892809389138451,0.7615941559557646,0.0,0.0,0.0,0.0,0.07344162302285069,1.0,0.99918148285176,0.0002777886842817573,1.7942663136042414,0.0,0.0,0.0,0.7307437491217518,0.8673380476135742,0.3390438332056827,0.35135873141970325,0.37963458525644844,0.37955739101363356,2,0.06386185297742486
0.11625821880722786,0.7615941559557647,0.0,0.0,0.0,0.0,0.36928097405829724,0.25,0.29930710695949014,-3.867753461428425e-07,0.029064554701806966,0.7615941559557647,0.0,0.0,0.0,0.0,0.07385619481165945,1.0,0.9976903565316338,3.867753461428425e-05,1.7964400690054338,0.0,0.0,0.0,0.7308363158507801,0.8683073746528924,0.34007486986218677,0.35087406286124484,0.3795764279835875,0.37955739101363356,3,0.08387043402763084
0.11735548942563456,0.7615941559557649,0.0,0.0,0.0,0.0,0.37449108946187304,0.25,0.2985356279859392,-2.1370500250653124e-07,0.02933887235640864,0.7615941559557649,0.0,0.0,0.0,0.0,0.07489821789237461,1.0,0.9951187599531307,2.1370500250653124e-05,1.801976149124209,0.0,0.0,0.0,0.7322566771955178,0.8693039320974408,0.34309321657676295,0.34990641026809116,0.37961276624441154,0.37955739101363356,4,0.10387262498261407
0.11863642877050018,0.7615941559557647,0.0,0.0,0.0,0.0,0.3818629362566733,0.25,0.2976570214062703,-4.510165873412853e-07,0.029659107192625045,0.7615941559557647,0.0,0.0,0.0,0.0,0.07637258725133465,1.0,0.9921900713542344,4.5101658734128525e-05,1.8097500913726212,0.0,0.0,0.0,0.7345620375926242,0.8706506472992672,0.3477622842621648,0.3487878239115228,0.37957512455716397,0.37955739101363356,5,0.12391409400152043
0.12018391168295772,0.7615941559557646,0.0,0.0,0.0,0.0,0.3899546498195661,0.25,0.2965222113553622,-5.886163496759966e-07,0.03004597792073943,0.7615941559557646,0.0,0.0,0.0,0.0,0.07799092996391323,1.0,0.9884073711845408,5.886163496759966e-05,1.818254340197301,0.0,0.0,0.0,0.7367597016574395,0.8723265560344398,0.3526076973034236,0.3474519894980471,0.37955909276776006,0.37955739101363356,6,0.14391003001946956
0.121793021361424,0.761594155955765,0.0,0.0,0.0,0.0,0.3978019796427721,0.25,0.29534689749467624,-4.650554466506529e-07,0.030448255340356,0.761594155955765,0.0,0.0,0.0,0.0,0.07956039592855442,1.0,0.9844896583155875,4.650554466506529e-05,1.8265355893991906,0.0,0.0,0.0,0.7388231803556179,0.8737929418591315,0.3570816766771214,0.34608051816436675,0.37956892590703645,0.37955739101363356,7,0.16387040202971548
0.12322608465807461,0.7615941559557644,0.0,0.0,0.0,0.0,0.4041980232279257,0.25,0.2942191881849473,-3.9331985309490335e-07,0.030806521164518652,0.7615941559557644,0.0,0.0,0.0,0.0,0.08083960464558514,1.0,0.9807306272831576,3.9331985309490336e-05,1.833237058706859,0.0,0.0,0.0,0.740455973777354,0.8748057360040368,0.36049711291275405,0.34487379013724595,0.37957747932503616,0.37955739101363356,8,0.18390760099282488
0.12471927358529933,0.7615941559557646,0.0,0.0,0.0,0.0,0.41217603914387085,0.25,0.2931703840066802,-4.3715837298563544e-07,0.031179818396324832,0.7615941559557646,0.0,0.0,0.0,0.0,0.08243520782877417,1.0,0.9772346133556008,4.371583729856354e-05,1.841659415533242,0.0,0.0,0.0,0.7425152571779283,0.8764581595821945,0.36518738955122193,0.34363080211059527,0.37962093261959323,0.37955739101363356,9,0.20387086202390492
0.1260748925931492,0.761594155955765,0.0,0.0,0.0,0.0,0.42033584781817074,0.25,0.29226160390727285,-4.4779058678168226e-07,0.0315187231482873,0.761594155955765,0.0,0.0,0.0,0.0,0.08406716956363415,1.0,0.9742053463575762,4.4779058678168226e-05,1.850266052483771,0.0,0.0,0.0,0.7447452964323603,0.8781604809114821,0.3702119959987385,0.34251474345589544,0.37954749097084167,0.37954749097084167,10,0.2238655390101485
0.12716019812189905,0.7615941559557644,0.0,0.0,0.0,0.0,0.4260407732396649,0.25,0.29142448051571523,-1.9117204752394647e-07,0.03179004953047476,0.7615941559557644,0.0,0.0,0.0,0.0,0.08520815464793298,1.0,0.9714149350523841,1.9117204752394645e-05,1.8562194166609962,0.0,0.0,0.0,0.7462705731818633,0.87913043268904,0.3734746758760709,0.34162956624734964,0.3795856360737171,0.37954749097084167,11,0.24390780500834808
0.12821788937979695,0.761594155955765,0.0,0.0,0.0,0.0,0.43083657873367465,0.25,0.29064414829224944,-2.7690781140288223e-07,0.032054472344949236,0.761594155955765,0.0,0.0,0.0,0.0,0.08616731574673493,1.0,0.9688138276408316,2.7690781140288223e-05,1.8612924954536747,0.0,0.0,0.0,0.7472501222375885,0.8801468099369107,0.37596538090052195,0.34077391387435024,0.37957698209217594,0.37954749097084167,12,0.2638707390287891
0.1292520245036295,0.761594155955765,0.0,0.0,0.0,0.0,0.4374092814286637,0.25,0.2898801679940201,-2.177634181177446e-07,0.03231300612590737,0.761594155955765,0.0,0.0,0.0,0.0,0.08748185628573274,1.0,0.9662672266467338,2.1776341811774458e-05,1.8681354121186602,0.0,0.0,0.0,0.7491507487304014,0.8813174202988443,0.3800220830856089,0.33994389102682876,0.3795262659612492,0.3795262659612492,13,0.28386388201033697
0.130203673901385,0.7615941559557643,0.0,0.0,0.0,0.0,0.4411071010888245,0.25,0.28909044609738704,-9.29288899277625e-08,0.03255091847534625,0.7615941559557643,0.0,0.0,0.0,0.0,0.0882214202177649,1.0,0.9636348203246234,9.29288899277625e-06,1.871995284114471,0.0,0.0,0.0,0.7499938554190033,0.8817049686105304,0.3816955869421445,0.3391857255048992,0.379612632216436,0.3795262659612492,14,0.3039104519993998
0.13138799375427435,0.7615941559557649,0.0,0.0,0.0,0.0,0.44717188651855766,0.25,0.28825169373996357,-3.791861884396008e-07,0.032846998438568586,0.7615941559557649,0.0,0.0,0.0,0.0,0.08943437730371154,1.0,0.9608389791332119,3.7918618843960084e-05,1.878405350782372,0.0,0.0,0.0,0.751201848531305,0.8831846692223054,0.38502678894999914,0.3382496385139408,0.3795504180869927,0.3795262659612492,15,0.3239058129838668
0.13264464519979957,0.7615941559557647,0.0,0.0,0.0,0.0,0.4545589363758507,0.25,0.2873853729924706,-1.9258706774341605e-07,0.03316116129994989,0.7615941559557647,0.0,0.0,0.0,0.0,0.09091178727517014,1.0,0.9579512433082353,1.9258706774341605e-05,1.8861829179368177,0.0,0.0,0.0,0.7533353187595595,0.8842240363704643,0.38935007491598467,0.33726525204621904,0.3795925192003802,0.3795262659612492,16,0.3438564889947884
0.13386293365202473,0.7615941559557647,0.0,0.0,0.0,0.0,0.46025738098263336,0.25,0.2864894316618699,-2.6116544087850803e-07,0.03346573341300618,0.7615941559557647,0.0,0.0,0.0,0.0,0.09205147619652668,1.0,0.954964772206233,2.61165440878508e-05,1.892203641086852,0.0,0.0,0.0,0.7544452677947204,0.8854077385165631,0.3922607009480179,0.33631947734607776,0.3795980473192475,0.3795262659612492,17,0.36391120799817145
0.13507443732797197,0.7615941559557644,0.0,0.0,0.0,0.0,0.4657627892592536,0.25,0.2855931744353648,-2.3153991875801695e-07,0.033768609331992994,0.7615941559557644,0.0,0.0,0.0,0.0,0.09315255785185071,1.0,0.9519772481178828,2.3153991875801694e-05,1.898024325438436,0.0,0.0,0.0,0.7555483072984386,0.8864223309839687,0.39499829034108075,0.3353871743253514,0.3795853043338822,0.3795262659612492,18,0.3839053830015473
0.13632895020944735,0.7615941559557646,0.0,0.0,0.0,0.0,0.47144876981468864,0.25,0.2847145183695298,-2.0621315434468658e-07,0.03408223755236184,0.7615941559557646,0.0,0.0,0.0,0.0,0.09428975396293773,1.0,0.9490483945650995,2.0621315434468657e-05,1.9040861881362763,0.0,0.0,0.0,0.7569976791990527,0.8869697048715462,0.39780126428931895,0.3344302401483592,0.3796457832232546,0.3795262659612492,19,0.40390407299855724
0.13759280347933123,0.7615941559557644,0.0,0.0,0.0,0.0,0.4782691685410109,0.25,0.28382483714275486,-2.79472108342671e-07,0.03439820086983281,0.7615941559557644,0.0,0.0,0.0,0.0,0.09565383370820219,1.0,0.9460827904758495,2.79472108342671e-05,1.911280685646753,0.0,0.0,0.0,0.7587189833984257,0.8879910850815408,0.4015226363997933,0.33347473318213344,0.3796100135682595,0.3795262659612492,20,0.42390421201707795
